+--------------+--------------------------------------------------------+---------------------+------------+------------+------------+
|     Verb     |                        context                         |        synset       | Polarity + | Polarity - | Polarity = |
|  ocasionar   |            ... lo cual ocasiono que un ...             |     produce.v.03    |    0.0     |    0.0     |    1.0     |
|   lastimar   |            ... años se lastimaran levemente            |     injure.v.01     |    0.0     |    0.5     |    0.5     |
|   sugerir    |         el restaurante sugiero prohibir el ...         |      hint.v.01      |    0.5     |    0.0     |    0.5     |
|   prohibir   |    ... restaurante sugiero prohibir el consumo ...     |     prevent.v.01    |    0.25    |    0.0     |    0.75    |
| incrementar  |                  el mantenimiento ...                  |    increase.v.02    |    0.0     |    0.0     |    1.0     |
|    falta     |          ... mal estado falta desagüe en ...           |      miss.v.06      |   0.125    |    0.0     |   0.875    |
|    tapar     |       ... el lavamanos tapados las cortinas ...        |      hide.v.01      |    0.0     |   0.125    |   0.875    |
|    estado    |             ... muy mal estado y falta ...             |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    falta     |         ... estado y falta recipiente para ...         |      miss.v.06      |   0.125    |    0.0     |   0.875    |
|     ser      |                  conveniente que ...                   |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   ofrecer    |       conveniente que ofrecieran planes con ...        |      offer.v.02     |    0.0     |    0.0     |    1.0     |
|    tener     |                    que limpiar ...                     |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|   limpiar    |              que limpiar las cuartos ...               |      clean.v.01     |    0.0     |   0.125    |   0.875    |
|    quedar    |             ... vida me quedare en un ...              |       own.v.01      |    0.0     |    0.0     |    1.0     |
|     era      |          ... hotel que era tan asqueroso ...           |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    morir     |         ... asqueroso bichos muertos en el ...         |       die.v.01      |    0.0     |    0.0     |    1.0     |
|    ducha     |           ... el piso ducha rota cortina ...           |     shower.v.03     |    0.0     |    0.0     |    1.0     |
|   destruir   |         ... rota cortina destruida y vasos ...         |      move.v.15      |    0.0     |    0.0     |    1.0     |
|    tener     |                    una persona ...                     |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|   regular    |      ... persona que regule algunas acciones ...       |    regulate.v.02    |    0.0     |    0.0     |    1.0     |
|     ser      |             único problema es la falta ...             |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    espera    |               ... hora de espera gracias               |       ask.v.04      |   0.125    |    0.0     |   0.875    |
|   cambiar    |                     los tomas ...                      |     change.v.01     |    0.0     |    0.0     |    1.0     |
|   resistir   |           ... unos que resistan un mayor ...           |     resist.v.02     |    0.0     |    0.0     |    1.0     |
|  recalentar  |         ... estos se recalientan cuando se ...         |    overheat.v.02    |    0.0     |   0.125    |   0.875    |
|   conectar   |         ... cuando se conecta cargadores y ...         |    associate.v.01   |    0.0     |    0.0     |    1.0     |
|    hacer     |         restaurante le hace falta variedad ...         |      make.v.03      |    0.0     |    0.0     |    1.0     |
|    haber     |               ... no la habían cambiado                |       be.v.03       |    0.0     |    0.0     |    1.0     |
|   cambiar    |                 ... la habían cambiado                 |     change.v.01     |    0.0     |    0.0     |    1.0     |
|    poder     |             comida puede mejorar muchísimo             |    displace.v.03    |    0.0     |    0.0     |    1.0     |
|   mejorar    |             comida puede mejorar muchísimo             |     better.v.02     |   0.375    |    0.0     |   0.625    |
|    faltar    |                   poner secador ...                    |      miss.v.06      |   0.125    |    0.0     |   0.875    |
|    poner     |                  poner secador de ...                  |       put.v.01      |    0.0     |    0.0     |    1.0     |
|     ser      |                      un lugar ...                      |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    volver    |            ... lugar maravilloso volveremos            |      make.v.02      |    0.0     |    0.0     |    1.0     |
|   mejorar    |                    la atención ...                     |     better.v.02     |   0.375    |    0.0     |   0.625    |
|    hacer     |        ... restaurante y hacer rampla para ...         |      make.v.03      |    0.0     |    0.0     |    1.0     |
|    salir     |                       a las ...                        |       die.v.01      |    0.0     |    0.0     |    1.0     |
|    avisar    |               nos avisaron que había ...               |     inform.v.01     |    0.0     |    0.0     |    1.0     |
|    haber     |           ... avisaron que había wifi y ...            |       be.v.03       |    0.0     |    0.0     |    1.0     |
|    poder     |             ... en cuarto podría ser mejor             |    displace.v.03    |    0.0     |    0.0     |    1.0     |
|     ser      |              ... cuarto podría ser mejor               |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   manejar    |         ... capitán no maneja servicio al ...          |     oversee.v.01    |    0.0     |    0.0     |    1.0     |
|     debe     |            ... pésimo no debe estar en ...             |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|    estar     |             ... no debe estar en hotel ...             |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    haber     |           ... hotel no había hielo para ...            |       be.v.03       |    0.0     |    0.0     |    1.0     |
|    poder     |                      tener un ...                      |    displace.v.03    |    0.0     |    0.0     |    1.0     |
|    tener     |                     tener un baño                      |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|  recomendar  |                recomendaría a todo ...                 |    recommend.v.01   |    0.0     |   0.125    |   0.875    |
|    faltar    |                     armario en ...                     |      miss.v.06      |   0.125    |    0.0     |   0.875    |
|    colgar    |        ... habitaciones para colgar ropa mínimo        |      hang.v.01      |    0.0     |    0.0     |    1.0     |
|   mejorar    |                        el wifi                         |     better.v.02     |   0.375    |    0.0     |   0.625    |
|   colocar    |                colocar basurera en ...                 |       put.v.01      |    0.0     |    0.0     |    1.0     |
|    sacar     |                      de nuevo ...                      |     remove.v.01     |    0.0     |    0.0     |    1.0     |
|   cambiar    |        ... y agradable cambiar el desayuno ...         |     change.v.01     |    0.0     |    0.0     |    1.0     |
|     ser      |            ... desayuno siempre es lo mismo            |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |                clientes frecuentes ...                 |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    sentir    |      ... verdad nos sentimos molestos porque ...       |    perceive.v.01    |   0.375    |    0.0     |   0.625    |
|    venir     |           ... cada año venimos y varias ...            |     arrive.v.01     |    0.0     |    0.0     |    1.0     |
|     ser      |             ... veces y es la primera ...              |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    estar     |          ... comida no estaba incluida , ...           |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   incluir    |          ... no estaba incluida , vinimos ...          |     include.v.01    |    0.0     |    0.0     |    1.0     |
|    venir     |           ... incluida , vinimos en plan ...           |     arrive.v.01     |    0.0     |    0.0     |    1.0     |
|   parecer    |             ... y nos pareció todo muy ...             |      look.v.02      |    0.0     |    0.0     |    1.0     |
|   revisar    |                      la ducha ...                      |      check.v.01     |    0.5     |    0.0     |    0.5     |
|     saca     |           ... ducha que saca agua fuera ...            |     remove.v.01     |    0.0     |    0.0     |    1.0     |
|    crear     |             ... terapia , creo que se ...              |      find.v.05      |   0.125    |    0.0     |   0.875    |
|    deber     |          ... que se deberían generar más ...           |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|   generar    |        ... se deberían generar más espacios ...        |     create.v.02     |    0.0     |    0.0     |    1.0     |
|    dejar     |           ... bienestar , dejar un rato ...            |       put.v.01      |    0.0     |    0.0     |    1.0     |
|     ser      |       ... chorizos santarrosanos son deliciosos        |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    deber     |    habitaciones familiares deberían contar con ...     |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|    contar    |       ... familiares deberían contar con dos ...       |      state.v.01     |    0.0     |    0.0     |    1.0     |
|    decir     |                   dijeron que no ...                   |      talk.v.02      |    0.0     |    0.0     |    1.0     |
|    haber     |             ... que no había ducha en ...              |       be.v.03       |    0.0     |    0.0     |    1.0     |
|      ir      |         ... la atención fue buena excepto ...          |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     debe     |          ... desayuno se debe mejorar el ...           |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|   mejorar    |           ... se debe mejorar el sentido ...           |     better.v.02     |   0.375    |    0.0     |   0.625    |
|     ser      |              ... restaurante no es bueno               |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      ir      |         ... la alimentación fue bueno pero ...         |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   demorar    |             ... pero muy demorado y no ...             |    postpone.v.01    |    0.0     |    0.0     |    1.0     |
|    tener     |             ... y no tienen orden para ...             |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|    servir    |            ... orden para servir y las ...             |      serve.v.10     |    0.0     |    0.0     |    1.0     |
|    servir    |         ... no las sirvieron cuando terminamos         |      serve.v.10     |    0.0     |    0.0     |    1.0     |
|   terminar   |            ... sirvieron cuando terminamos             |       end.v.02      |    0.0     |    0.0     |    1.0     |
|      ir      |                ve deteriorada para ...                 |    perceive.v.01    |   0.375    |    0.0     |   0.625    |
|  deteriorar  |               ve deteriorada para el ...               |      slip.v.04      |    0.0     |    0.5     |    0.5     |
|    lindar    |            ... bien muy linda la gente ...             |      reach.v.06     |    0.0     |    0.0     |    1.0     |
|    haber     |        ... la noche había gente consumiendo ...        |       be.v.03       |    0.0     |    0.0     |    1.0     |
|   consumir   |         ... había gente consumiendo mariguana          |       eat.v.02      |    0.0     |    0.0     |    1.0     |
|   reducir    |    habitación demasiado reducida incomoda para ...     |     consume.v.05    |    0.0     |    0.0     |    1.0     |
|  incomodar   |      ... demasiado reducida incomoda para el ...       |     perplex.v.01    |   0.125    |    0.25    |   0.625    |
|    haber     |             ... y no hay donde guardar ...             |       be.v.03       |    0.0     |    0.0     |    1.0     |
|   guardar    |         ... hay donde guardar las maletas ...          |      keep.v.18      |    0.0     |    0.0     |    1.0     |
|   reducir    |              ... lo que reduce más el ...              |     consume.v.05    |    0.0     |    0.0     |    1.0     |
|    haber     |                ... y no hay ducha , ...                |       be.v.03       |    0.0     |    0.0     |    1.0     |
|     dar      |         ... ducha , dar mejor información ...          |      give.v.10      |    0.0     |    0.0     |    1.0     |
|    haber     |             ... lo que hay que llevar ...              |       be.v.03       |    0.0     |    0.0     |    1.0     |
|    llevar    |              ... hay que llevar a la ...               |    transport.v.02   |    0.0     |    0.0     |    1.0     |
|    tener     |           ... convenio que tienen con la ...           |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|   comprar    |          ... ya que compre entradas para ...           |       buy.v.01      |    0.0     |    0.0     |    1.0     |
|    poder     |           ... y no puede ingresar porque ...           |    displace.v.03    |    0.0     |    0.0     |    1.0     |
|   ingresar   |          ... no puede ingresar porque se ...           |     pull_in.v.03    |   0.125    |    0.0     |   0.875    |
|  encontrar   |          ... porque se encontraba lleno y ...          |     detect.v.01     |    0.0     |    0.0     |    1.0     |
|    negar     |              ... y nos negaron el ingreso              |     forbid.v.01     |    0.0     |    0.0     |    1.0     |
|   atender    |              chica que atiende en la ...               |      serve.v.10     |    0.0     |    0.0     |    1.0     |
|   atender    |      ... taquilla no atiende correctamente a ...       |      serve.v.10     |    0.0     |    0.0     |    1.0     |
|    trata     |       ... visitantes los trata con grosería ...        |      treat.v.03     |    0.0     |   0.125    |   0.875    |
|  considerar  |          ... a yesica considero que para ...           |    think_of.v.03    |    0.0     |    0.0     |    1.0     |
|     ser      |              ... este trabajo ser amable               |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    volver    |                     a incluir ...                      |      make.v.02      |    0.0     |    0.0     |    1.0     |
|   incluir    |               a incluir la alimentación                |     include.v.01    |    0.0     |    0.0     |    1.0     |
|  continuar   |                       con el ...                       |    continue.v.03    |    0.0     |    0.0     |    1.0     |
|     ser      |      ... plan familiar es demasiado incomodo ...       |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   entender   |       ... tenerlo se entiende la incomodidad ...       |    perceive.v.01    |   0.375    |    0.0     |   0.625    |
|   prestar    |        ... del servicio prestado con tanto ...         |      give.v.10      |    0.0     |    0.0     |    1.0     |
|     ser      |               ... tiempo de ser clientes               |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |                 cliente frecuente ...                  |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    estar     |             ... y no estoy de acuerdo ...              |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    poder     |        ... la tarifa puede revisar cuantas ...         |    displace.v.03    |    0.0     |    0.0     |    1.0     |
|   revisar    |       ... tarifa puede revisar cuantas veces ...       |      check.v.01     |    0.5     |    0.0     |    0.5     |
|    haber     |         ... cuantas veces hemos estado en ...          |       be.v.03       |    0.0     |    0.0     |    1.0     |
|    estado    |           ... veces hemos estado en termales           |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      ir      |                fue excelente buenísimo                 |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    hacer     |         las noches hacer alguna actividad ...          |      make.v.03      |    0.0     |    0.0     |    1.0     |
|    tener     |          cada que tenemos oportunidad de ...           |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|    venir     |        ... oportunidad de venir lo hacemos ...         |     arrive.v.01     |    0.0     |    0.0     |    1.0     |
|    hacer     |           ... venir lo hacemos y siempre ...           |      make.v.03      |    0.0     |    0.0     |    1.0     |
|     ser      |           ... y siempre es grata nuestra ...           |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   parecer    |              parece importante volver ...              |      look.v.02      |    0.0     |    0.0     |    1.0     |
|    volver    |        parece importante volver al sistema ...         |      make.v.02      |    0.0     |    0.0     |    1.0     |
|   incluir    |            ... de todo incluido , antes ...            |     include.v.01    |    0.0     |    0.0     |    1.0     |
|   reserva    |       ... antes se reserva con alimentación ...        |     reserve.v.04    |    0.0     |    0.0     |    1.0     |
|     ser      |          ... para huéspedes es más cómodo ...          |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    llamar    |          ... igualmente al llamar y hacer ...          |      raise.v.07     |   0.125    |    0.0     |   0.875    |
|    hacer     |           ... llamar y hacer la reserva ...            |      make.v.03      |    0.0     |    0.0     |    1.0     |
|     era      |          ... la información era que solo ...           |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    haber     |          ... que solo había para cabañas ...           |       be.v.03       |    0.0     |    0.0     |    1.0     |
|    llegar    |          ... y al llegar están ofreciendo ...          |     arrive.v.01     |    0.0     |    0.0     |    1.0     |
|    estar     |          ... al llegar están ofreciendo a ...          |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   ofrecer    |         ... llegar están ofreciendo a otro ...         |      offer.v.02     |    0.0     |    0.0     |    1.0     |
|   suponer    |              ... que se supone es que ...              |     assume.v.01     |    0.0     |   0.375    |   0.625    |
|     ser      |              ... se supone es que al ...               |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   reservar   |           ... que al reservar sí habían ...            |     reserve.v.04    |    0.0     |    0.0     |    1.0     |
|    haber     |           ... reservar sí habían y para ...            |       be.v.03       |    0.0     |    0.0     |    1.0     |
|     ser      |             ... casa finca es muy buen ...             |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   implicar   |     ... porque no implica desplazamientos como ...     |   necessitate.v.01  |    0.25    |    0.25    |    0.5     |
|    llamar    |                  llamo al cliente ...                  |      raise.v.07     |   0.125    |    0.0     |   0.875    |
|    hacer     |           ... y no hizo ninguna observación            |      make.v.03      |    0.0     |    0.0     |    1.0     |
|    pensar    |            regular no pienso en volver ...             |      think.v.01     |    0.0     |    0.0     |    1.0     |
|    volver    |       ... pienso en volver tener supervisor ...        |      make.v.02      |    0.0     |    0.0     |    1.0     |
|    tener     |         ... en volver tener supervisor en ...          |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|   escuchar   |          ... área que escuche al cliente ...           |     listen.v.01     |    0.0     |    0.0     |    1.0     |
|   trabajar   |          ... disponible y trabajar más en ...          |    function.v.01    |    0.0     |    0.0     |    1.0     |
|    falta     |             ... , les falta sazón pan ...              |      miss.v.06      |   0.125    |    0.0     |   0.875    |
|   congelar   |      ... la mantequilla congelada y necesitan ...      |      cool.v.01      |    0.0     |    0.0     |    1.0     |
|  necesitar   |        ... congelada y necesitan muchas mejoras        |   necessitate.v.01  |    0.25    |    0.25    |    0.5     |
|   cambiar    |                    la alfombra ...                     |     change.v.01     |    0.0     |    0.0     |    1.0     |
|   mejorar    |             ... por piso mejorar los baños             |     better.v.02     |   0.375    |    0.0     |   0.625    |
|     ser      |          recomendación es la iluminación ...           |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   revisar    |                      tema de ...                       |      check.v.01     |    0.5     |    0.0     |    0.5     |
|    falta     |            ... el baño falta poner algo ...            |      miss.v.06      |   0.125    |    0.0     |   0.875    |
|    poner     |           ... baño falta poner algo para ...           |       put.v.01      |    0.0     |    0.0     |    1.0     |
|   colocar    |            ... algo para colocar elementos             |       put.v.01      |    0.0     |    0.0     |    1.0     |
|    tener     |        ... inconveniente que tuvimos fue la ...        |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|      ir      |         ... que tuvimos fue la habitación ...          |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |       ... habitación que es demasiado húmeda ...       |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    entrar    |         ... desde que entramos la humedad ...          |     record.v.01     |    0.0     |    0.0     |    1.0     |
|   respirar   |            ... humedad se respira en el ...            |     breathe.v.01    |    0.0     |    0.0     |    1.0     |
|   mejorar    |                      la señal ...                      |     better.v.02     |   0.375    |    0.0     |   0.625    |
|    deber     |         ... de tv debimos comprar acetaminofén         |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|   comprar    |          ... tv debimos comprar acetaminofén           |       buy.v.01      |    0.0     |    0.0     |    1.0     |
|    dotar     |                     los baños ...                      |     supply.v.01     |    0.0     |    0.0     |    1.0     |
|    avisar    |           los baños avisar cuando están ...            |     inform.v.01     |    0.0     |    0.0     |    1.0     |
|    estar     |        ... avisar cuando están en mantenimiento        |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    falta     |                 señalización como ...                  |      miss.v.06      |   0.125    |    0.0     |   0.875    |
|     ser      |          señalización como es posible que ...          |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    cerrar    |        ... de seguridad cierre las puertas ...         |      close.v.01     |    0.0     |    0.0     |    1.0     |
|   adecuar    |         ... un aviso adecuado dejando los ...          |       fit.a.01      |    0.5     |    0.0     |    0.5     |
|    dejar     |      ... aviso adecuado dejando los huéspedes ...      |       put.v.01      |    0.0     |    0.0     |    1.0     |
|    llegar    |              ... de cómo llegar a la ...               |     arrive.v.01     |    0.0     |    0.0     |    1.0     |
|    tocar     |          ... habitación nos tocó por los ...           |      refer.v.02     |    0.0     |    0.0     |    1.0     |
|    medir     |          ... los propios medido y después ...          |     measure.v.04    |    0.0     |    0.0     |    1.0     |
|    buscar    |         ... largo rato buscar como llegar ...          |       try.v.01      |    0.0     |    0.0     |    1.0     |
|    llegar    |            ... buscar como llegar a la ...             |     arrive.v.01     |    0.0     |    0.0     |    1.0     |
|   manejar    |                      la misma ...                      |     oversee.v.01    |    0.0     |    0.0     |    1.0     |
|    haber     |      ... los empleados hubo impertinencia con ...      |       be.v.03       |    0.0     |    0.0     |    1.0     |
|    llamar    |                llamaron a medellín ...                 |      raise.v.07     |   0.125    |    0.0     |   0.875    |
|   ofrecer    |           ... medellín a ofrecer la cena ...           |      offer.v.02     |    0.0     |    0.0     |    1.0     |
|    decir     |           ... especial y dijimos que sí ...            |      talk.v.02      |    0.0     |    0.0     |    1.0     |
|    llegar    |         ... sí cuando llegamos nadie sabia ...         |     arrive.v.01     |    0.0     |    0.0     |    1.0     |
|    bajar     |          ... nadie sabia bajamos a comer ...           |     descend.v.01    |    0.0     |    0.0     |    1.0     |
|    comer     |            ... bajamos a comer otra vez ...            |       eat.v.02      |    0.0     |    0.0     |    1.0     |
|    decir     |              ... q no dijeron que la ...               |      talk.v.02      |    0.0     |    0.0     |    1.0     |
|     era      |              ... la comida era a las ...               |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    llegar    |               ... 7 y llegamos y que ...               |     arrive.v.01     |    0.0     |    0.0     |    1.0     |
|     era      |                ... que no era a las ...                |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    deber     |             ... las 8 deben de ponerse ...             |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|              |          ... deben de ponerse de acuerdo ...           |     become.v.01     |    0.0     |    0.0     |    1.0     |
|    tocar     |          ... acuerdo nos toco esperar la ...           |      refer.v.02     |    0.0     |    0.0     |    1.0     |
|   esperar    |           ... nos toco esperar la comida ...           |       ask.v.04      |   0.125    |    0.0     |   0.875    |
|    tener     |            ... hora y teníamos frio el ...             |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|  desmejorar  |        ... de toallas desmejorado era mejor ...        |      flaw.v.01      |    0.0     |    0.0     |    1.0     |
|     era      |      ... toallas desmejorado era mejor cuando ...      |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    estar     |       ... mejor cuando estaba pendientes del ...       |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   cambiar    |           ... se les cambiaba la toalla ...            |     change.v.01     |    0.0     |    0.0     |    1.0     |
|    sentir    |           ... para no sentir frio cuando ...           |    perceive.v.01    |   0.375    |    0.0     |   0.625    |
|    salar     |             ... cuando se sale de las ...              |      salt.v.04      |    0.0     |    0.0     |    1.0     |
|     debe     |           ... piscina se debe estar más ...            |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|    estar     |          ... se debe estar más pendientes ...          |       be.v.01       |    0.25    |   0.125    |   0.625    |
|  desmejorar  |         ... del hotel desmejorado mucho el ...         |      flaw.v.01      |    0.0     |    0.0     |    1.0     |
|    estar     |                 está la habitación ...                 |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   requerir   |          ... huésped la requiere haces la ...          |   necessitate.v.01  |    0.25    |    0.25    |    0.5     |
|    lavar     |                      lama en ...                       |      clean.v.01     |    0.0     |   0.125    |   0.875    |
|  solicitar   |                       a los ...                        |   necessitate.v.01  |    0.25    |    0.25    |    0.5     |
|    estar     |         ... huéspedes cuando estén en las ...          |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    entrar    |             ... piscinas no entrar comida              |     record.v.01     |    0.0     |    0.0     |    1.0     |
|    faltar    |                    toallas los ...                     |      miss.v.06      |   0.125    |    0.0     |   0.875    |
|    estar     |         ... los colchones estaban raros y ...          |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     dar      |             ... raros y dar porción de ...             |      give.v.10      |    0.0     |    0.0     |    1.0     |
|    poner     |                     duchas en ...                      |       put.v.01      |    0.0     |    0.0     |    1.0     |
|  recomendar  |                 recomendar no dar ...                  |    recommend.v.01   |    0.0     |   0.125    |   0.875    |
|     dar      |       recomendar no dar bebidas alcohólicas ...        |      give.v.10      |    0.0     |    0.0     |    1.0     |
|    poner     |          ... piscinas y poner una música ...           |       put.v.01      |    0.0     |    0.0     |    1.0     |
|   revisar    |                     no muestra ...                     |      check.v.01     |    0.5     |    0.0     |    0.5     |
|   mostrar    |                no muestra imagen y ...                 |     express.v.01    |    0.0     |    0.0     |    1.0     |
|   explicar   |             ... y no explica que tiene ...             |      tell.v.03      |    0.0     |    0.0     |    1.0     |
|    tener     |          ... explica que tiene el cuarto ...           |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|   mostrar    |          ... y no muestra otras opciones ...           |     express.v.01    |    0.0     |    0.0     |    1.0     |
|    estar     |          ... el lavamanos estaba mojado y ...          |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    mojar     |        ... lavamanos estaba mojado y tenía ...         |       wet.a.01      |    0.0     |    0.0     |    1.0     |
|    tener     |            ... mojado y tenía mal olor ...             |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|   arreglar   |                 ... mal olor arreglar                  |     better.v.02     |   0.375    |    0.0     |   0.625    |
|    deber     |             cuartos deberían tener más ...             |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|    tener     |         cuartos deberían tener más iluminación         |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|   generar    |                      un plan ...                       |     create.v.02     |    0.0     |    0.0     |    1.0     |
|  depositar   |        ... mucha basura depositada de forma ...        |       put.v.01      |    0.0     |    0.0     |    1.0     |
| desorganizar |               ... de forma desorganizada               |     untidy.a.01     |   0.125    |   0.625    |    0.25    |
|    deber     |            deberían tener medicamentos ...             |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|    tener     |          deberían tener medicamentos como ...          |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|   mejorar    |                    la atención ...                     |     better.v.02     |   0.375    |    0.0     |   0.625    |
|     ser      |              ... los no somos extranjeros              |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    contar    |            ... baño no contaba con agua ...            |      state.v.01     |    0.0     |    0.0     |    1.0     |
|  solucionar  |        ... no se soluciono durante nuestra ...         |     decide.v.02     |    0.0     |    0.0     |    1.0     |
|    tener     |                  tenemos baños en ...                  |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|    haber     |             ... y no hay donde colocar ...             |       be.v.03       |    0.0     |    0.0     |    1.0     |
|   colocar    |         ... hay donde colocar los objetos ...          |       put.v.01      |    0.0     |    0.0     |    1.0     |
|   mejorar    |                     la comida ...                      |     better.v.02     |   0.375    |    0.0     |   0.625    |
|    pintar    |                   la habitación ...                    |     picture.v.02    |    0.0     |    0.0     |    1.0     |
|   observar   |        ... habitación se observa humedad en ...        |      note.v.01      |    0.0     |    0.0     |    1.0     |
|    tener     |        las habitaciones tengan nevera para ...         |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|    sonar     |           ... piscinas solo sonó salsa y ...           |      sound.v.02     |    0.0     |    0.0     |    1.0     |
|     ser      |                ... y no es para un ...                 |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      ir      |                       3 días ...                       |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    hacer     |         ... la cabaña hace falta servicio ...          |      make.v.03      |    0.0     |    0.0     |    1.0     |
|    hacer     |            ... el baño hace falta tener ...            |      make.v.03      |    0.0     |    0.0     |    1.0     |
|    falta     |           ... baño hace falta tener los ...            |      miss.v.06      |   0.125    |    0.0     |   0.875    |
|    tener     |           ... hace falta tener los vasos ...           |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|      ir      |             ... servicio general fue bueno             |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   prohibir   |                  consumir comida ...                   |     prevent.v.01    |    0.25    |    0.0     |    0.75    |
|   consumir   |                 consumir comida y ...                  |       eat.v.02      |    0.0     |    0.0     |    1.0     |
|   vigilar    |          ... las piscinas vigilar que los ...          |     oversee.v.01    |    0.0     |    0.0     |    1.0     |
|   arrojar    |       ... visitantes no arrojen basuras para ...       |     discard.v.01    |    0.0     |    0.0     |    1.0     |
|  conservar   |        ... basuras para conservar el medio ...         |      keep.v.01      |    0.0     |    0.0     |    1.0     |
|    estar     |                 estuvo de pasadía ...                  |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |             ... de pasadía es mi lugar ...             |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    vengar    |              ... lo menos vengo 1 vez ...              |     revenge.v.01    |    0.0     |    0.5     |    0.5     |
|    deber     |           ... como no debo bajar escalas ...           |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|    bajar     |           ... no debo bajar escalas les ...            |     descend.v.01    |    0.0     |    0.0     |    1.0     |
|   sugerir    |         ... escalas les sugiero vestier en ...         |      hint.v.01      |    0.5     |    0.0     |    0.5     |
|     ser      |          ... 5 personas sería bueno tener ...          |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    tener     |             ... sería bueno tener 2 baños              |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|    colgar    |     ... percheros para colgar toallas mojadas ...      |      hang.v.01      |    0.0     |    0.0     |    1.0     |
|    mojada    |         ... colgar toallas mojadas y chaquetas         |       wet.a.01      |    0.0     |    0.0     |    1.0     |
|   mejorar    |                    la alimentación                     |     better.v.02     |   0.375    |    0.0     |   0.625    |
