+--------------+----------------------------------------------------+---------------------+------------+------------+------------+
|     Verb     |                      context                       |        synset       | Polarity + | Polarity - | Polarity = |
|    venir     |    ... del restaurante vinimos por descanso ...    |     arrive.v.01     |    0.0     |    0.0     |    1.0     |
|      ir      |          ... la habitación fue imposible           |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    haber     |                  visitado el ...                   |       be.v.03       |    0.0     |    0.0     |    1.0     |
|   visitar    |               visitado el hotel ...                |      visit.v.03     |    0.0     |    0.0     |    1.0     |
|   parecer    |          ... y me pareció mucho mejor ...          |      look.v.02      |    0.0     |    0.0     |    1.0     |
|   incluir    |      ... cuando se incluía los alimentos ...       |     include.v.01    |    0.0     |    0.0     |    1.0     |
|    cobrar    |                ... tinto lo cobran                 |      gain.v.08      |    0.0     |    0.0     |    1.0     |
|   cambiar    |         se si cambió de administrador ...          |     change.v.01     |    0.0     |    0.0     |    1.0     |
|    haber     |        ... ya me había hospedado antes ...         |       be.v.03       |    0.0     |    0.0     |    1.0     |
|   hospedar   |        ... me había hospedado antes en ...         |      lodge.v.04     |    0.0     |    0.0     |    1.0     |
|     ver      |           ... nada que ver esa tipo ...            |    perceive.v.01    |   0.375    |    0.0     |   0.625    |
|     dar      |         ... tipo buffet daban algo de ...          |      give.v.10      |    0.0     |    0.0     |    1.0     |
|    sentir    |          ... , no sentí amabilidad no ...          |    perceive.v.01    |   0.375    |    0.0     |   0.625    |
|   provocar   |          ... no me provocó almorzar , ...          |      make.v.03      |    0.0     |    0.0     |    1.0     |
|   almorzar   |          ... me provocó almorzar , un ...          |      lunch.v.01     |    0.0     |    0.0     |    1.0     |
|    haber     |            ... un coctel hay como 7 ...            |       be.v.03       |    0.0     |    0.0     |    1.0     |
|      ir      |       ... pero cuando fuimos a consumir ...        |     travel.v.01     |    0.0     |    0.0     |    1.0     |
|   consumir   |         ... fuimos a consumir que solo ...         |       eat.v.02      |    0.0     |    0.0     |    1.0     |
|   atender    |       ... un mesero atendió con calidad ...        |      serve.v.10     |    0.0     |    0.0     |    1.0     |
|   conocer    |       ... calidad que conozco del hotel ...        |      know.v.01      |    0.0     |    0.0     |    1.0     |
|      ir      |         ... del hotel fue una estadía ...          |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    haber     |       ... siempre que había venido había ...       |       be.v.03       |    0.0     |    0.0     |    1.0     |
|    venir     |       ... que había venido había salido ...        |     arrive.v.01     |    0.0     |    0.0     |    1.0     |
|    haber     |      ... había venido había salido feliz ...       |       be.v.03       |    0.0     |    0.0     |    1.0     |
|    salir     |       ... venido había salido feliz con ...        |       die.v.01      |    0.0     |    0.0     |    1.0     |
|    deber     |       ... de pertenencia debería haber buzón       |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|    haber     |        ... pertenencia debería haber buzón         |       be.v.03       |    0.0     |    0.0     |    1.0     |
|   atender    |           ... que nos atendió no fue ...           |      serve.v.10     |    0.0     |    0.0     |    1.0     |
|      ir      |          ... atendió no fue amable y ...           |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   realizar   |         ... que nos realizo la reserva ...         |      make.v.03      |    0.0     |    0.0     |    1.0     |
|   informar   |          ... no nos informo que tipo ...           |     inform.v.01     |    0.0     |    0.0     |    1.0     |
|     era      |               ... de alojamiento era               |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   demorar    |           ... cena se demoro más de ...            |    postpone.v.01    |    0.0     |    0.0     |    1.0     |
|   atender    |     ... sola persona atendiendo todas las ...      |      serve.v.10     |    0.0     |    0.0     |    1.0     |
|   mejorar    |                  variedad de ...                   |     better.v.02     |   0.375    |    0.0     |   0.625    |
|     debe     |             ... 212 no debe ser el ...             |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|     ser      |            ... no debe ser el mismo ...            |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    deber     |          ... con baño deben esta más ...           |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|   alquilar   |   ... de extranjeros alquile 4 habitaciones ...    |      lease.v.03     |    0.0     |    0.0     |    1.0     |
|    dejar     |   ... estas definitivamente dejan mucho que ...    |       put.v.01      |    0.0     |    0.0     |    1.0     |
|    desear    |    ... mucho que desear 305-309-212-210 la ...     |     desire.v.01     |    0.25    |    0.0     |    0.75    |
|  necesitar   |        ... habitación 309 necesita más luz         |   necessitate.v.01  |    0.25    |    0.25    |    0.5     |
|    hacer     |                  falta nevera ...                  |      make.v.03      |    0.0     |    0.0     |    1.0     |
|     ser      |         ... el spa es demasiado básico ...         |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    faltar    |   ... básico le faltan servicios adicionales ...   |      miss.v.06      |   0.125    |    0.0     |   0.875    |
|   adecuar    |     ... servicios adicionales adecuar el sitio     |      befit.v.01     |   0.375    |    0.0     |   0.625    |
|     ver      |                    que los ...                     |    perceive.v.01    |   0.375    |    0.0     |   0.625    |
|   utilizar   |         ... insumos que utilizan en el ...         |       use.v.01      |    0.0     |    0.0     |    1.0     |
|     ser      |         ... hotel no son amigables con ...         |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    haber     |   ... ambiente tampoco hay señalización que ...    |       be.v.03       |    0.0     |    0.0     |    1.0     |
|   promover   |     ... señalización que promueva esto en ...      |     promote.v.01    |   0.125    |    0.0     |   0.875    |
|    hacer     |        ... esmeran po hacer sentir como ...        |      make.v.03      |    0.0     |    0.0     |    1.0     |
|    sentir    |          ... po hacer sentir como en ...           |    perceive.v.01    |   0.375    |    0.0     |   0.625    |
|   informar   |        especialmente les informo de mi ...         |     inform.v.01     |    0.0     |    0.0     |    1.0     |
|    pedir     |         ... comedor al pedir un punta ...          |   necessitate.v.01  |    0.25    |    0.25    |    0.5     |
|      ir      |          ... la cual fue imposible de ...          |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   consumir   |        ... imposible de consumir por su ...        |       eat.v.02      |    0.0     |    0.0     |    1.0     |
|   obtener    |  ... desafortunadamente no obtuve solución alguna  |      reach.v.01     |    0.0     |    0.0     |    1.0     |
|   parecer    |                 parece que en ...                  |      look.v.02      |    0.0     |    0.0     |    1.0     |
|    colgar    |          ... ganchos para colgar toallas           |      hang.v.01      |    0.0     |    0.0     |    1.0     |
|    gustar    |              me gusta dejar traer ...              |     please.v.01     |   0.625    |    0.0     |   0.375    |
|    dejar     |            me gusta dejar traer la ...             |       put.v.01      |    0.0     |    0.0     |    1.0     |
|    traer     |        ... gusta dejar traer la mascota ...        |      bring.v.01     |    0.0     |    0.0     |    1.0     |
|    atraer    |       ... la mascota atraerían más personas        |     attract.v.01    |    0.0     |    0.0     |    1.0     |
|   cambiar    |         recomendación cambiar el papel ...         |     change.v.01     |    0.0     |    0.0     |    1.0     |
|    poner     |       ... grueso , poner comederos para ...        |       put.v.01      |    0.0     |    0.0     |    1.0     |
|   mejorar    |                    el piso ...                     |     better.v.02     |   0.375    |    0.0     |   0.625    |
|     ser      |          ... los baños son muy lisos ...           |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    estar     |                muy satisfechos ...                 |       be.v.01       |    0.25    |   0.125    |   0.625    |
|  satisfacer  |             muy satisfechos con el ...             |     satisfy.v.01    |    0.5     |    0.0     |    0.5     |
|  optimizar   |                 la posibilidad ...                 |    optimize.v.02    |    0.0     |    0.0     |    1.0     |
|    hacer     |    ... posibilidad de hacer las reservación ...    |      make.v.03      |    0.0     |    0.0     |    1.0     |
|     ser      |         ... el personal es muy atento ...          |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      ir      |      ... deliciosa nos vamos muy felices ...       |     travel.v.01     |    0.0     |    0.0     |    1.0     |
|     ser      |           ... felices y es un lugar ...            |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    volver    |               ... lugar para volver                |      make.v.02      |    0.0     |    0.0     |    1.0     |
|     oler     |         habitaciones huelen a humedad ...          |      smell.v.02     |    0.0     |    0.0     |    1.0     |
|  organizar   |       ... bueno que organizaran un plan ...        |      form.v.01      |    0.0     |    0.0     |    1.0     |
|  encontrar   |       ... donde se encuentre ms economía ...       |     detect.v.01     |    0.0     |    0.0     |    1.0     |
|     ser      |                excelentes sigan ...                |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    seguir    |            excelentes sigan así los ...            |      stay.v.01      |    0.0     |    0.0     |    1.0     |
|  felicitar   |     ... así los felicitamos es maravilloso ...     |  congratulate.v.02  |    0.0     |    0.0     |    1.0     |
|     ser      |     ... los felicitamos es maravilloso el ...      |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    deber     |                   manejar o ...                    |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|   manejar    |               manejar o diseñar ...                |     oversee.v.01    |    0.0     |    0.0     |    1.0     |
|   diseñar    |      manejar o diseñar estrategias donde ...       |     design.v.02     |    0.0     |    0.0     |    1.0     |
|     ver      |           ... no se vea tan afectada ...           |    perceive.v.01    |   0.375    |    0.0     |   0.625    |
|   afectado   |          ... vea tan afectada lo digo ...          |     affect.v.01     |   0.125    |    0.0     |   0.875    |
|    decir     |     ... afectada lo digo especialmente por ...     |      talk.v.02      |    0.0     |    0.0     |    1.0     |
|    rondar    |     ... las mariposas rondan las piscinas ...      |      roll.v.12      |   0.125    |   0.375    |    0.5     |
|     ser      |       ... y muchas son aplastadas buscar ...       |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   aplastar   |      ... muchas son aplastadas buscar una ...      |      grind.v.05     |    0.0     |    0.0     |    1.0     |
|    buscar    |      ... son aplastadas buscar una forma ...       |       try.v.01      |    0.0     |    0.0     |    1.0     |
|   molestar   |      ... de desechables molesta siendo un ...      |     perplex.v.01    |   0.125    |    0.25    |   0.625    |
|     ser      |    ... desechables molesta siendo un hotel ...     |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    deber     |       ... hotel ecológico deben usar más ...       |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|     usar     |     ... ecológico deben usar más material ...      |       use.v.01      |    0.0     |    0.0     |    1.0     |
|      ir      |       ... zona se ve altamente impactada ...       |    perceive.v.01    |   0.375    |    0.0     |   0.625    |
|   impactar   |    ... ve altamente impactada por nosotros ...     |     affect.v.01     |   0.125    |    0.0     |   0.875    |
|    deber     |        ... los turistas deben tener más ...        |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|    tener     |     ... turistas deben tener más variedad ...      |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|    hacer     |               falta calefacción ...                |      make.v.03      |    0.0     |    0.0     |    1.0     |
|    estar     |        ... el día estaban encendidos si ...        |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   encender   |     ... día estaban encendidos si estamos ...      |     ignite.v.01     |    0.0     |    0.0     |    1.0     |
|    estar     |     ... encendidos si estamos cuidando el ...      |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    cuidar    |        ... si estamos cuidando el medio ...        |      treat.v.03     |    0.0     |   0.125    |   0.875    |
|      ir      |          ... la estadía fueron excelentes          |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    deber     |                   generar un ...                   |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|   generar    |               generar un acceso ...                |     create.v.02     |    0.0     |    0.0     |    1.0     |
|    educar    |                     a los ...                      |      teach.v.01     |    0.5     |    0.0     |    0.5     |
|   informar   |             me informaron sobre el ...             |     inform.v.01     |    0.0     |    0.0     |    1.0     |
|    poder     |           ... que no puede acceder a ...           |    displace.v.03    |    0.0     |    0.0     |    1.0     |
|   acceder    |             ... no puede acceder a el              |     succeed.v.01    |   0.125    |    0.0     |   0.875    |
|    estar     |                   comiendo a ...                   |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    comer     |                 comiendo a las ...                 |       eat.v.02      |    0.0     |    0.0     |    1.0     |
|   empezar    |        ... 10:50 y empezaron a recoger ...         |    get_down.v.07    |    0.0     |    0.0     |    1.0     |
|   recoger    |        ... empezaron a recoger todo el ...         |     gather.v.01     |    0.0     |    0.0     |    1.0     |
|   parecer    |          ... sillas me parece de mal ...           |      look.v.02      |    0.0     |    0.0     |    1.0     |
|   ofrecer    |       ... porque le ofrecen un servicio ...        |      offer.v.02     |    0.0     |    0.0     |    1.0     |
|    deber     |         ... y no deberían permitir que ...         |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|   permitir   |       ... no deberían permitir que fumen ...       |       let.v.01      |    0.0     |    0.0     |    1.0     |
|    fumar     |          ... permitir que fumen en el ...          |      smoke.v.01     |    0.0     |    0.0     |    1.0     |
|    haber     |                  una pequeña ...                   |       be.v.03       |    0.0     |    0.0     |    1.0     |
|    servir    |            ... en la servida de los ...            |      serve.v.10     |    0.0     |    0.0     |    1.0     |
|     ser      |                    un lugar ...                    |       be.v.01       |    0.25    |   0.125    |   0.625    |
|  disfrutar   |         ... el descanso disfrute de la ...         |     please.v.01     |   0.625    |    0.0     |   0.375    |
|  refrigerar  |                   leche par ...                    |      cool.v.01      |    0.0     |    0.0     |    1.0     |
|    ubicar    |       ... de evacuación ubicados al lado ...       |       put.v.01      |    0.0     |    0.0     |    1.0     |
|     ser      |           ... del ascensor es incorrecto           |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |             servicio es muy lento ...              |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    haber     |        ... ocasiones no hay variedad de ...        |       be.v.03       |    0.0     |    0.0     |    1.0     |
|     ser      |          ... menú además es sabor no ...           |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |             ... sabor no es tan bueno              |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |       ... las habitaciones son lindas y ...        |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     usar     |                ... difícil de usar                 |       use.v.01      |    0.0     |    0.0     |    1.0     |
|  considerar  |                   no optimas ...                   |    think_of.v.03    |    0.0     |    0.0     |    1.0     |
|    tener     |        ... las cuales tiene incómodas a ...        |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|  ocasionar   |      ... las personas ocasionando accidentes       |     produce.v.03    |    0.0     |    0.0     |    1.0     |
|    dejar     |                 constancia que ...                 |       put.v.01      |    0.0     |    0.0     |    1.0     |
|   visitar    |        ... meses que visitado el sitio ...         |      visit.v.03     |    0.0     |    0.0     |    1.0     |
|    haber     |     ... el sitio hemos sufrido accidentes ...      |       be.v.03       |    0.0     |    0.0     |    1.0     |
|   sufrido    |     ... sitio hemos sufrido accidentes los ...     |     digest.v.03     |    0.0     |    0.5     |    0.5     |
|    haber     |     ... grupo nos hemos recibido atención ...      |       be.v.03       |    0.0     |    0.0     |    1.0     |
|   recibir    |    ... nos hemos recibido atención oportuna ...    |     derive.v.02     |    0.0     |    0.0     |    1.0     |
|    tener     |         ... ya que tuvimos lesiones de ...         |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|    haber     |       ... columna vertebral he puesto la ...       |       be.v.03       |    0.0     |    0.0     |    1.0     |
|    poner     |        ... vertebral he puesto la queja ...        |       put.v.01      |    0.0     |    0.0     |    1.0     |
|   aplicar    |        ... jiménez para aplicar correctivas        |       use.v.01      |    0.0     |    0.0     |    1.0     |
|    haber     |      ... humedad que hay es impresionante ...      |       be.v.03       |    0.0     |    0.0     |    1.0     |
|     ser      |      ... que hay es impresionante techos ...       |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |         ... el baño es bastante deplorable         |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |               posible encontrar ...                |       be.v.01       |    0.25    |   0.125    |   0.625    |
|  encontrar   |         posible encontrar personas con ...         |     detect.v.01     |    0.0     |    0.0     |    1.0     |
|     ser      |        ... la supervisión es fatal nos ...         |       be.v.01       |    0.25    |   0.125    |   0.625    |
|  encontrar   |    ... fatal nos encontramos una serpiente ...     |     detect.v.01     |    0.0     |    0.0     |    1.0     |
|   acceder    |          ... de como acceda al termal ...          |     succeed.v.01    |   0.125    |    0.0     |   0.875    |
|    salir     |           ... zona al salir y tomar ...            |       die.v.01      |    0.0     |    0.0     |    1.0     |
|    tomar     |           ... salir y tomar el agua ...            |     choose.v.01     |    0.0     |    0.0     |    1.0     |
|     ser      |        ... agua fría es importante que ...         |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   indicar    |      ... del cuerpo indicado indicar ese ...       |       fit.a.01      |    0.5     |    0.0     |    0.5     |
|   indicar    |    ... cuerpo indicado indicar ese proceso ...     |    indicate.v.02    |    0.0     |    0.0     |    1.0     |
|    marear    |             ... yo me mareé se me ...              |     jiggle.v.01     |    0.0     |    0.0     |    1.0     |
|    haber     |              ... del hotel había allí              |       be.v.03       |    0.0     |    0.0     |    1.0     |
|   suponer    |       ... en la supuesta tranquilidad y ...        |     assume.v.01     |    0.0     |   0.375    |   0.625    |
+--------------+----------------------------------------------------+---------------------+------------+------------+------------+
