+--------------+-----------------------------------------------------+------------------------+------------+------------+------------+
|     Verb     |                       context                       |         synset         | Polarity + | Polarity - | Polarity = |
|      ir      |              ... cual me voy muy a ...              |      travel.v.01       |    0.0     |    0.0     |    1.0     |
|   relajar    |         ... masaje me relajo mi espalda ...         |       relax.v.04       |    0.0     |   0.625    |   0.375    |
|  necesitar   |                ... lo que necesitaba                |    necessitate.v.01    |    0.25    |    0.25    |    0.5     |
|   bendecir   |              ... jesucristo te bendiga              |       bless.v.01       |    0.0     |    0.0     |    1.0     |
|   bendecir   |                 ... dios te bendiga                 |       bless.v.01       |    0.0     |    0.0     |    1.0     |
| acondicionar |                acondicionado caliente               |        fix.v.12        |    0.0     |    0.0     |    1.0     |
|   encantar   |                       encantó                       |      please.v.01       |   0.625    |    0.0     |   0.375    |
|   cambiar    |                       cambien                       |      change.v.01       |    0.0     |    0.0     |    1.0     |
|   bendecir   |            dios los bendiga por esas ...            |       bless.v.01       |    0.0     |    0.0     |    1.0     |
|    tener     |      ... labores de tener paciencia gracias ...     |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|   sugerir    |                 sugiero no tapar ...                |       hint.v.01        |    0.5     |    0.0     |    0.5     |
|    tapar     |            sugiero no tapar la vista ...            |       hide.v.01        |    0.0     |   0.125    |   0.875    |
|    tener     |        ... espectacular que tiene con un ...        |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|   relajar    |             ... que se relaja con el ...            |       relax.v.04       |    0.0     |   0.625    |   0.375    |
|    lograr    |            ... lo que logran es dañar ...           |      achieve.v.01      |   0.125    |   0.125    |    0.75    |
|     ser      |            ... que logran es dañar el ...           |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    dañar     |         ... logran es dañar el concepto ...         |      damage.v.01       |    0.0     |    0.75    |    0.25    |
|    tener     |      ... natural que tienen espectacular el ...     |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|    volver    |           ... de angie volveré mil gracias          |       make.v.02        |    0.0     |    0.0     |    1.0     |
|  recomendar  |           masajes recomendaría que la ...           |     recommend.v.01     |    0.0     |   0.125    |   0.875    |
|     sea      |          ... las camillas sea hacia la ...          |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    cascar    |             ... hacia la cascad , no ...            |    masturbate.v.02     |    0.5     |    0.0     |    0.5     |
|    poner     |            ... , no poner adhesivos a ...           |        put.v.01        |    0.0     |    0.0     |    1.0     |
|   obstruir   |          ... ya que obstruyen la vista ...          |     obstruct.v.01      |    0.0     |    0.0     |    1.0     |
|    quita     |         ... cascada y quita una entrada ...         |      remove.v.01       |    0.0     |    0.0     |    1.0     |
|    poner     |                     calefacción                     |        put.v.01        |    0.0     |    0.0     |    1.0     |
|  interferir  |                     mucho el ...                    |     interfere.v.01     |    0.0     |    0.0     |    1.0     |
|    deber     |       ... exterior , deberían tener otras ...       |        owe.v.01        |    0.0     |    0.0     |    1.0     |
|    tener     |       ... , deberían tener otras opciones ...       |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|   parecer    |      ... camilla me parece demasiado grande ...     |       look.v.02        |    0.0     |    0.0     |    1.0     |
|    torna     |           ... y se torna incomodo para ...          |      become.v.01       |    0.0     |    0.0     |    1.0     |
|    poner     |          ... incomodo para poner la cabeza          |        put.v.01        |    0.0     |    0.0     |    1.0     |
|   escucha    |                 escucha mucho el ...                |      listen.v.01       |    0.0     |    0.0     |    1.0     |
|   relajar    |               relajado el ambiente ...              |       relax.v.04       |    0.0     |   0.625    |   0.375    |
|     ser      |                    ideal que ...                    |        be.v.01         |    0.25    |   0.125    |   0.625    |
|   escuchar   |           ... no se escuchara el ruido ...          |      listen.v.01       |    0.0     |    0.0     |    1.0     |
|     dar      |                     algo de ...                     |       give.v.10        |    0.0     |    0.0     |    1.0     |
|    tomar     |             algo de tomar después de ...            |      choose.v.01       |    0.0     |    0.0     |    1.0     |
|    sentir    |                  me sentí muy bien                  |     perceive.v.01      |   0.375    |    0.0     |   0.625    |
|  facilitar   |                     el pago ...                     |      supply.v.01       |    0.0     |    0.0     |    1.0     |
|      ir      |            ... spa se ve afectada ya ...            |     perceive.v.01      |   0.375    |    0.0     |   0.625    |
|   afectado   |            ... se ve afectada ya que ...            |      affect.v.01       |   0.125    |    0.0     |   0.875    |
|    tener     |            ... ya que tuve que pasar ...            |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|    pasar     |          ... tuve que pasar por varias ...          |      happen.v.01       |    0.0     |    0.0     |    1.0     |
|    sacar     |           ... cajas , sacar mi tarjeta ...          |      remove.v.01       |    0.0     |    0.0     |    1.0     |
|    tener     |        ... mi tarjeta teniendo una cuenta ...       |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|    abrir     |                ... una cuenta abierta               |       open.v.01        |    0.0     |    0.0     |    1.0     |
|     dar      |                    una bebida ...                   |       give.v.10        |    0.0     |    0.0     |    1.0     |
|   iniciar    |            ... antes de iniciar o frutas            |     get_down.v.07      |    0.0     |    0.0     |    1.0     |
|  felicitar   |                       a la ...                      |   congratulate.v.02    |    0.0     |    0.0     |    1.0     |
|  ambientar   |        ... terapeuta , ambientar con más ...        |    acclimatize.v.01    |    0.0     |   0.375    |   0.625    |
|   escuchar   |            ... no se escuchaba por el ...           |      listen.v.01       |    0.0     |    0.0     |    1.0     |
|  felicitar   |                     a gladys ...                    |   congratulate.v.02    |    0.0     |    0.0     |    1.0     |
|     ver      |            ... gladys nos veremos pronto            |     perceive.v.01      |   0.375    |    0.0     |   0.625    |
|      ir      |                  muy favorable ...                  |        be.v.01         |    0.25    |   0.125    |   0.625    |
|   parecer    |               me pareció muy bien ...               |       look.v.02        |    0.0     |    0.0     |    1.0     |
|   parecer    |       ... terapeuta me pareció muy amable ...       |       look.v.02        |    0.0     |    0.0     |    1.0     |
|    hacer     |                   masajes con ...                   |       make.v.03        |    0.0     |    0.0     |    1.0     |
|   dedicar    |         ... la terapeuta dedicada y con ...         |       give.v.10        |    0.0     |    0.0     |    1.0     |
|    tener     |     ... excelente si tuviera la oportunidad ...     |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|    volver    |         ... la oportunidad volvería otra vez        |       make.v.02        |    0.0     |    0.0     |    1.0     |
|  felicitar   |                       a la ...                      |   congratulate.v.02    |    0.0     |    0.0     |    1.0     |
|   encantar   |                encantó el masaje ...                |      please.v.01       |   0.625    |    0.0     |   0.375    |
|     ser      |            ... espalda que es lo que ...            |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    dolar     |                   ... más me duele                  |      suffer.v.06       |    0.0     |    0.5     |    0.5     |
|   sugerir    |                especificación en ...                |       hint.v.01        |    0.5     |    0.0     |    0.5     |
|    volver    |          el servicio volveré muy buena ...          |       make.v.02        |    0.0     |    0.0     |    1.0     |
|    seguir    |              muy bien sigan así los ...             |       stay.v.01        |    0.0     |    0.0     |    1.0     |
|  felicitar   |                 ... así los felicito                |   congratulate.v.02    |    0.0     |    0.0     |    1.0     |
|    quedar    |         ... labor dahiana quede divinamente         |        own.v.01        |    0.0     |    0.0     |    1.0     |
|   agradar    |                 agrada un lugar ...                 |      please.v.01       |   0.625    |    0.0     |   0.375    |
|    tratar    |            ... donde lo traten a uno ...            |       treat.v.03       |    0.0     |   0.125    |   0.875    |
|   ofrecer    |            ... y le ofrecen el mejor ...            |       offer.v.02       |    0.0     |    0.0     |    1.0     |
|    sentir    |           ... y me sentí muy relajada ...           |     perceive.v.01      |   0.375    |    0.0     |   0.625    |
|   relajar    |           ... sentí muy relajada y muy ...          |       relax.v.04       |    0.0     |   0.625    |   0.375    |
| promocionar  |                     más este ...                    |     advertise.v.02     |    0.0     |    0.0     |    1.0     |
|    pagar     |                  pagando el spa ...                 |        pay.v.01        |    0.0     |    0.0     |    1.0     |
|    tener     |            ... el spa tengo un tiempo ...           |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|   ingresar   |          ... corto para ingresar a las ...          |      pull_in.v.03      |   0.125    |    0.0     |   0.875    |
|    estar     |                   estuvo muy bien                   |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     dar      |                  más promoción ...                  |       give.v.10        |    0.0     |    0.0     |    1.0     |
|   ofrecer    |       ... lugar nos ofrecieron el servicio ...      |       offer.v.02       |    0.0     |    0.0     |    1.0     |
|    haber     |         ... de lo hubiéramos buscado no ...         |        be.v.03         |    0.0     |    0.0     |    1.0     |
|    buscar    |         ... lo hubiéramos buscado no lo ...         |        try.v.01        |    0.0     |    0.0     |    1.0     |
|    haber     |              ... no lo hubiera obtenido             |        be.v.03         |    0.0     |    0.0     |    1.0     |
|   obtener    |               ... lo hubiera obtenido               |       reach.v.01       |    0.0     |    0.0     |    1.0     |
| implementar  |              implementen más cosas ...              |  follow_through.v.02   |    0.0     |    0.0     |    1.0     |
|    estar     |              ... resto todo estuvo bien             |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    añadir    |                   in elemento ...                   |        add.v.01        |    0.0     |    0.0     |    1.0     |
|      ir      |                    muy bueno ...                    |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      ir      |      ... las personas fueron muy profesionales      |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    poder     |          ... olores eso puede hacer que ...         |     displace.v.03      |    0.0     |    0.0     |    1.0     |
|    hacer     |           ... eso puede hacer que uno ...           |       make.v.03        |    0.0     |    0.0     |    1.0     |
| transportar  |           ... uno se transporte a otro ...          |     transport.v.02     |    0.0     |    0.0     |    1.0     |
|   parecer    |            me pareció muy profesional ...           |       look.v.02        |    0.0     |    0.0     |    1.0     |
| identificar  |       ... de amable identifico mi problema ...      |     identify.v.01      |    0.0     |    0.0     |    1.0     |
|   superar    |      ... decirle , supero mis expectativas ...      | get_the_better_of.v.01 |    0.0     |    0.0     |    1.0     |
|  disminuir   |                    la entrada ...                   |      consume.v.05      |    0.0     |    0.0     |    1.0     |
|   atender    |           ... que me atiende es amable ...          |       serve.v.10       |    0.0     |    0.0     |    1.0     |
|     ser      |            ... me atiende es amable y ...           |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     dar      |           ... cálida , da confianza el ...          |       give.v.10        |    0.0     |    0.0     |    1.0     |
|  felicitar   |                   la terapeuta ...                  |   congratulate.v.02    |    0.0     |    0.0     |    1.0     |
|   atender    |           ... que me atendió y juliana ...          |       serve.v.10       |    0.0     |    0.0     |    1.0     |
| promocionar  |                    al momento ...                   |     advertise.v.02     |    0.0     |    0.0     |    1.0     |
|    sentir    |             sentí completamente relajada            |     perceive.v.01      |   0.375    |    0.0     |   0.625    |
|   relajar    |             sentí completamente relajada            |       relax.v.04       |    0.0     |   0.625    |   0.375    |
|   atender    |      ... señoritas que atienden usen sacos ...      |       serve.v.10       |    0.0     |    0.0     |    1.0     |
|     usar     |        ... que atienden usen sacos porque ...       |        use.v.01        |    0.0     |    0.0     |    1.0     |
|    hacer     |         ... sacos porque hace mucho frío ...        |       make.v.03        |    0.0     |    0.0     |    1.0     |
|    sentar    |           ... también se sientan excelente          |        sit.v.01        |    0.0     |    0.0     |    1.0     |
|    tener     |           ... si que tengan en cuentan ...          |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|    contar    |           ... tengan en cuentan que el ...          |       state.v.01       |    0.0     |    0.0     |    1.0     |
|     ser      |             ... el clima es muy frío ...            |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    estar     |       ... terapeutas no están abrigadas no ...      |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     ser      |              ... abrigadas no es justo              |        be.v.01         |    0.25    |   0.125    |   0.625    |
|   calentar   |                 calentar el lodo ...                |       heat.v.01        |    0.0     |    0.0     |    1.0     |
|    sentir    |        ... lodo para sentir más comodidad ...       |     perceive.v.01      |   0.375    |    0.0     |   0.625    |
|     debe     |           ... las duchas debe ser más ...           |        owe.v.01        |    0.0     |    0.0     |    1.0     |
|     ser      |         ... duchas debe ser más fuertes ...         |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    poder     |         ... fuertes para poder quitar el ...        |     displace.v.03      |    0.0     |    0.0     |    1.0     |
|    quitar    |          ... para poder quitar el lodo ...          |      remove.v.01       |    0.0     |    0.0     |    1.0     |
|    vender    |                       el lodo                       |       sell.v.01        |    0.0     |    0.0     |    1.0     |
|    alejar    |             sitio más alejado de los ...            |       debar.v.02       |    0.0     |    0.0     |    1.0     |
|    gustar    |                        gusta                        |      please.v.01       |   0.625    |    0.0     |   0.375    |
|     ser      |             ... ya que éramos dos y ...             |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    haber     |             ... y no había sino una ...             |        be.v.03         |    0.0     |    0.0     |    1.0     |
|   colocar    |                  agua caliente ...                  |        put.v.01        |    0.0     |    0.0     |    1.0     |
|   colocar    |                  agua caliente ...                  |        put.v.01        |    0.0     |    0.0     |    1.0     |
|   encantar   |                encantaría que en ...                |      please.v.01       |   0.625    |    0.0     |   0.375    |
|   utilizar   |     ... bambuterapia se utilizaran menos las ...    |        use.v.01        |    0.0     |    0.0     |    1.0     |
|    hacer     |                     falta un ...                    |       make.v.03        |    0.0     |    0.0     |    1.0     |
|    falta     |                  falta un reloj ...                 |       miss.v.06        |   0.125    |    0.0     |   0.875    |
|   cambiar    |         ... reloj para cambiar el tiempo ...        |      change.v.01       |    0.0     |    0.0     |    1.0     |
|    seguir    |                    igual van ...                    |       stay.v.01        |    0.0     |    0.0     |    1.0     |
|      ir      |                igual van muy bien ...               |      travel.v.01       |    0.0     |    0.0     |    1.0     |
|    poner     |                    chimenea y ...                   |        put.v.01        |    0.0     |    0.0     |    1.0     |
|   incluir    |                   paquetes de ...                   |      include.v.01      |    0.0     |    0.0     |    1.0     |
|      ir      |          ... del personal fue muy buena ...         |        be.v.01         |    0.25    |   0.125    |   0.625    |
|   brindar    |           ... muy buena brindan un muy ...          |       offer.v.02       |    0.0     |    0.0     |    1.0     |
|   brindar    |           ... cual me brindo el masaje ...          |       offer.v.02       |    0.0     |    0.0     |    1.0     |
|     nota     |          ... se le nota lo profesional ...          |       note.v.01        |    0.0     |    0.0     |    1.0     |
|    estar     |                 estuvo muy bien ...                 |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    volver    |        ... pase súper volveré pronto gracias        |       make.v.02        |    0.0     |    0.0     |    1.0     |
|    falta     |              ... pero le falta el café              |       miss.v.06        |   0.125    |    0.0     |   0.875    |
|     ser      |                 espectacular que ...                |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    tener     |         espectacular que tuvieran peluquería        |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|  felicitar   |               felicito al personal ...              |   congratulate.v.02    |    0.0     |    0.0     |    1.0     |
|   ofrecer    |   ... amable servicial ofrecen mucha confianza ...  |       offer.v.02       |    0.0     |    0.0     |    1.0     |
|   brindar    |        ... mucha confianza brindan privacidad       |       offer.v.02       |    0.0     |    0.0     |    1.0     |
|      ir      |         ... y sonidos fueron muy buenos ...         |        be.v.01         |    0.25    |   0.125    |   0.625    |
|  continuar   |                    continuar así                    |     continue.v.03      |    0.0     |    0.0     |    1.0     |
|    hacer     |       felicitaciones hicieron un excelente ...      |       make.v.03        |    0.0     |    0.0     |    1.0     |
|    sentir    |        ... trabajo me sentí muy relajada ...        |     perceive.v.01      |   0.375    |    0.0     |   0.625    |
|   relajar    |           ... sentí muy relajada y muy ...          |       relax.v.04       |    0.0     |   0.625    |   0.375    |
|  felicitar   |                      por el ...                     |   congratulate.v.02    |    0.0     |    0.0     |    1.0     |
|   revisar    |                     el ruido ...                    |       check.v.01       |    0.5     |    0.0     |    0.5     |
|      ir      |              delicioso me fue muy bien              |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    tratar    |         ... diana me trataron como reina ...        |       treat.v.03       |    0.0     |   0.125    |   0.875    |
|     ser      |            ... del masaje es un poco ...            |        be.v.01         |    0.25    |   0.125    |   0.625    |
|  incomodar   |        ... un poco incomoda la terapeuta ...        |      perplex.v.01      |   0.125    |    0.25    |   0.625    |
|    tener     |         ... la terapeuta tenía las uñas ...         |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|    hacer     |           ... lo cual hacía el masaje ...           |       make.v.03        |    0.0     |    0.0     |    1.0     |
|    hacer     |     ... incómodo y hacía muchos movimientos ...     |       make.v.03        |    0.0     |    0.0     |    1.0     |
|   repetir    |           ... muchos movimientos repetidos          |      answer.v.01       |    0.0     |    0.25    |    0.75    |
|    tratar    |             ... que me trato , para ...             |       treat.v.03       |    0.0     |   0.125    |   0.875    |
|   mejorar    |        ... , para mejorar las terapeutas ...        |      better.v.02       |   0.375    |    0.0     |   0.625    |
|    hacer     |       ... terapeutas me hacían los mismos ...       |       make.v.03        |    0.0     |    0.0     |    1.0     |
|   recibir    |              recibimos una llamada ...              |      derive.v.02       |    0.0     |    0.0     |    1.0     |
|    llegar    |       ... la terapeuta llegamos 20 minutos ...      |      arrive.v.01       |    0.0     |    0.0     |    1.0     |
|   recibir    |      ... no nos recibieron bien diciéndonos ...     |      derive.v.02       |    0.0     |    0.0     |    1.0     |
|      ir      |            ... y nos fuimos del sitio ...           |      travel.v.01       |    0.0     |    0.0     |    1.0     |
|     ser      |     ... , lamentablemente somos clientes de ...     |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    haber     |        ... nunca nos había ocurrido algo ...        |        be.v.03         |    0.0     |    0.0     |    1.0     |
|   ocurrir    |       ... nos había ocurrido algo similar ...       |      happen.v.01       |    0.0     |    0.0     |    1.0     |
|     ser      |              ... la cabaña es excelente             |        be.v.01         |    0.25    |   0.125    |   0.625    |
|   permitir   |         ... piso no permitió un ambiente ...        |        let.v.01        |    0.0     |    0.0     |    1.0     |
|  climatizar  |                                                     |  air-conditioned.s.01  |    0.0     |    0.0     |    1.0     |
|    gustar    |             gustaría escuchar música ...            |      please.v.01       |   0.625    |    0.0     |   0.375    |
|   escuchar   |           gustaría escuchar música con ...          |      listen.v.01       |    0.0     |    0.0     |    1.0     |
|    saber     |            ... terapeuta , sabe de su ...           |       know.v.01        |    0.0     |    0.0     |    1.0     |
|    poder     |                     usar las ...                    |     displace.v.03      |    0.0     |    0.0     |    1.0     |
|     usar     |                  usar las aguas ...                 |        use.v.01        |    0.0     |    0.0     |    1.0     |
|   incluir    |             ... spa o incluir en el ...             |      include.v.01      |    0.0     |    0.0     |    1.0     |
| incrementar  |         ... pero no incrementar tanto el ...        |     increase.v.02      |    0.0     |    0.0     |    1.0     |
|    gustar    |                 gusta todas las ...                 |      please.v.01       |   0.625    |    0.0     |   0.375    |
|    gustar    |                  gusto mucho el ...                 |      please.v.01       |   0.625    |    0.0     |   0.375    |
|      ir      |      ... el servicio fue magnifico quedamos ...     |        be.v.01         |    0.25    |   0.125    |   0.625    |
|  magnificar  |     ... servicio fue magnifico quedamos muy ...     |       laud.v.01        |    0.75    |    0.0     |    0.25    |
|    quedar    |      ... fue magnifico quedamos muy satisfechos     |        own.v.01        |    0.0     |    0.0     |    1.0     |
|  satisfacer  |             ... quedamos muy satisfechos            |      satisfy.v.01      |    0.5     |    0.0     |    0.5     |
|  necesitar   |            necesita calefacción hace ...            |    necessitate.v.01    |    0.25    |    0.25    |    0.5     |
|    hacer     |         necesita calefacción hace mucho frío        |       make.v.03        |    0.0     |    0.0     |    1.0     |
|    gustar    |                  gusto mucho el ...                 |      please.v.01       |   0.625    |    0.0     |   0.375    |
|      ir      |      ... el servicio fue magnifico quedamos ...     |        be.v.01         |    0.25    |   0.125    |   0.625    |
|  magnificar  |     ... servicio fue magnifico quedamos muy ...     |       laud.v.01        |    0.75    |    0.0     |    0.25    |
|    quedar    |      ... fue magnifico quedamos muy satisfechos     |        own.v.01        |    0.0     |    0.0     |    1.0     |
|  satisfacer  |             ... quedamos muy satisfechos            |      satisfy.v.01      |    0.5     |    0.0     |    0.5     |
|     ser      |                     muy frío ...                    |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     ser      |          ... frío no es confortable es ...          |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     ser      |         ... es confortable es hermoso el ...        |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    tener     |                más concentración ...                |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|     ser      |                   excelentes y ...                  |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    hacer     |              bueno hicieron todo lo ...             |       make.v.03        |    0.0     |    0.0     |    1.0     |
|    sentir    |               ... que no sintiera frío              |     perceive.v.01      |   0.375    |    0.0     |   0.625    |
|  felicitar   |                  felicito a la ...                  |   congratulate.v.02    |    0.0     |    0.0     |    1.0     |
|      ir      |                      lo máximo                      |        be.v.01         |    0.25    |   0.125    |   0.625    |
|   ofrecer    |                  bebidas calientes                  |       offer.v.02       |    0.0     |    0.0     |    1.0     |
|   adecuar    |           ... por favor adecuar el spa ...          |       befit.v.01       |   0.375    |    0.0     |   0.625    |
|    falta     |                     sonido y ...                    |       miss.v.06        |   0.125    |    0.0     |   0.875    |
|   atender    |                ... que me atendieron                |       serve.v.10       |    0.0     |    0.0     |    1.0     |
|   escuchar   |            ... que se escuche más en ...            |      listen.v.01       |    0.0     |    0.0     |    1.0     |
|   parecer    |             pareció súper excelente ...             |       look.v.02        |    0.0     |    0.0     |    1.0     |
|     ser      |      ... el personal son muy profesionales ...      |        be.v.01         |    0.25    |   0.125    |   0.625    |
|   prestar    |               ... el servicio prestado              |       give.v.10        |    0.0     |    0.0     |    1.0     |
|  preguntar   |                     que tipo ...                    |    necessitate.v.01    |    0.25    |    0.25    |    0.5     |
|    querer    |           ... de masaje quiere ya que ...           |       want.v.02        |   0.125    |   0.125    |    0.75    |
|   preferir   |      ... que algunos preferimos más fuertes ...     |      choose.v.02       |    0.0     |    0.0     |    1.0     |
|    estar     |            ... , pero estuvo bien gracias           |        be.v.01         |    0.25    |   0.125    |   0.625    |
|   generar    |     ... que esta generando las adecuaciones ...     |      create.v.02       |    0.0     |    0.0     |    1.0     |
|     ser      |                     un poco ...                     |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    seguir    |                  así felicitaciones                 |       stay.v.01        |    0.0     |    0.0     |    1.0     |
|     ser      |           masaje frío es estimulante y ...          |        be.v.01         |    0.25    |   0.125    |   0.625    |
|   permitir   |    ... no me permitió relajarme completamente ...   |        let.v.01        |    0.0     |    0.0     |    1.0     |
|   cambiar    | ... relajarme completamente cambiamos cabinas y ... |      change.v.01       |    0.0     |    0.0     |    1.0     |
|     ser      |            ... y taladros es ruido va ...           |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      ir      |            ... es ruido va en contra ...            |      travel.v.01       |    0.0     |    0.0     |    1.0     |
|    cerrar    |                ... momento de cerrar                |       close.v.01       |    0.0     |    0.0     |    1.0     |
|   mejorar    |                     el ruido ...                    |      better.v.02       |   0.375    |    0.0     |   0.625    |
|   escucha    |                 escucha el ruido ...                |      listen.v.01       |    0.0     |    0.0     |    1.0     |
|   mejorar    |          frío mejorar sitio cerrándolo ...          |      better.v.02       |   0.375    |    0.0     |   0.625    |
|     sea      |            ... para que sea más caliente            |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    haber     |           ... del spa hay mucho ruido ...           |        be.v.03         |    0.0     |    0.0     |    1.0     |
|     ser      |               ... ruido y es muy frío               |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      ir      |           ... el masaje fue muy buena ...           |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     dado     |            ... que me dado muy relajante            |       give.v.10        |    0.0     |    0.0     |    1.0     |
|   atender    |      ... que nos atendieron son excelentes ...      |       serve.v.10       |    0.0     |    0.0     |    1.0     |
|     ser      |   ... nos atendieron son excelentes felicitaciones  |        be.v.01         |    0.25    |   0.125    |   0.625    |
|  felicitar   |                      felicitar                      |   congratulate.v.02    |    0.0     |    0.0     |    1.0     |
|    querer    |          ... verdad no quería hacerlo y ...         |       want.v.02        |   0.125    |   0.125    |    0.75    |
|    hacer     |             ... esposa lo hice y me ...             |       make.v.03        |    0.0     |    0.0     |    1.0     |
|   encantar   |         ... y me encantó excelente todo ...         |      please.v.01       |   0.625    |    0.0     |   0.375    |
|      ir      |             ... de daniela fue excelente            |        be.v.01         |    0.25    |   0.125    |   0.625    |
| recomendado  |               recomendado el sitio ...              |     recommend.v.01     |    0.0     |   0.125    |   0.875    |
|  agradecer   |            ... los terapeutas agradecidos           |    appreciate.v.01     |   0.125    |   0.125    |    0.75    |
|    sentir    |                 sentimos en todo ...                |     perceive.v.01      |   0.375    |    0.0     |   0.625    |
|    estar     |            ... el masaje estuvo excelente           |        be.v.01         |    0.25    |   0.125    |   0.625    |
|  necesitar   |                necesita un calentador               |    necessitate.v.01    |    0.25    |    0.25    |    0.5     |
|  necesitar   |              necesita un calentador ...             |    necessitate.v.01    |    0.25    |    0.25    |    0.5     |
|    hacer     |      ... calentador porque hace mucho frío ...      |       make.v.03        |    0.0     |    0.0     |    1.0     |
|  disfrutar   |         ... cabeza pero disfruté mucho y ...        |      please.v.01       |   0.625    |    0.0     |   0.375    |
|   relajar    |             ... y me relajé por completo            |       relax.v.04       |    0.0     |   0.625    |   0.375    |
|   sugerir    |           spa solo sugiero tener agua ...           |       hint.v.01        |    0.5     |    0.0     |    0.5     |
|    tener     |          ... solo sugiero tener agua de ...         |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|      ir      |                    fue excelente                    |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      ir      |                    fue muy buena                    |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     ser      |            ... muy bueno es huésped y ...           |        be.v.01         |    0.25    |   0.125    |   0.625    |
|  frecuentar  |           ... huésped y frecuenta el hotel          |     frequent.v.02      |    0.0     |    0.0     |    1.0     |
|      ir      |                  fue muy amable ...                 |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    poner     |            ... sin duda pone su mejor ...           |        put.v.01        |    0.0     |    0.0     |    1.0     |
|   realizar   |       ... empeño para realizar su trabajo ...       |       make.v.03        |    0.0     |    0.0     |    1.0     |
|     ser      |            ... de espalda es algo muy ...           |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    crear     |        ... lo que creemos conozco sitios ...        |       find.v.05        |   0.125    |    0.0     |   0.875    |
|   conocer    |        ... que creemos conozco sitios que ...       |       know.v.01        |    0.0     |    0.0     |    1.0     |
|    haber     |        ... sitios que han creado opciones ...       |        be.v.03         |    0.0     |    0.0     |    1.0     |
|    crear     |      ... que han creado opciones enfocadas ...      |       form.v.02        |    0.0     |    0.0     |    1.0     |
|   enfocar    |       ... creado opciones enfocadas en su ...       |    concentrate.v.02    |   0.125    |    0.0     |   0.875    |
|    haber     |     ... tratamiento y han podido incrementar ...    |        be.v.03         |    0.0     |    0.0     |    1.0     |
|    poder     |         ... y han podido incrementar su ...         |     displace.v.03      |    0.0     |    0.0     |    1.0     |
| incrementar  |      ... han podido incrementar su cantidad ...     |     increase.v.02      |    0.0     |    0.0     |    1.0     |
|    volver    |            ... atención excelente volveré           |       make.v.02        |    0.0     |    0.0     |    1.0     |
|    querer    |                 ... niña muy querida                |       want.v.02        |   0.125    |   0.125    |    0.75    |
|    gustar    |                 gustaría que las ...                |      please.v.01       |   0.625    |    0.0     |   0.375    |
|    estar     |         ... las duchas estuvieran más cerca         |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    gustar    |      ... pero me gustaría una aromaterapia ...      |      please.v.01       |   0.625    |    0.0     |   0.375    |
|   encantar   |                       encantó                       |      please.v.01       |   0.625    |    0.0     |   0.375    |
|   invitar    |                    al usuario ...                   |      receive.v.05      |    0.0     |    0.0     |    1.0     |
|   retrasar   |       ... para no retrasar nuestros turnos ...      |     postpone.v.01      |    0.0     |    0.0     |    1.0     |
|   sugerir    |       ... nuestros turnos sugerir con ropa ...      |       hint.v.01        |    0.5     |    0.0     |    0.5     |
