+--------------+------------------------------------------------------------+---------------------+------------+------------+------------+
|     Verb     |                          context                           |        synset       | Polarity + | Polarity - | Polarity = |
|    deber     |           ... como sugerencia deben tener en ...           |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|    tener     |          ... sugerencia deben tener en cuenta ...          |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|    contar    |              ... tener en cuenta que las ...               |      state.v.01     |    0.0     |    0.0     |    1.0     |
|     debe     |           ... niños pequeños debe ser menor ...            |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|     ser      |            ... pequeños debe ser menor que ...             |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    evitar    |           ... para así evitar desperdicio de ...           |     prevent.v.01    |    0.25    |    0.0     |    0.75    |
|     ser      |              ... de meseros es muy atento ...              |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    deber     |                      ofrecer más ...                       |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|   ofrecer    |                  ofrecer más variedad ...                  |      offer.v.02     |    0.0     |    0.0     |    1.0     |
|   permitir   |            ... la tarifa permite mayor variedad            |       let.v.01      |    0.0     |    0.0     |    1.0     |
|   bendecir   |                    ... dios los bendiga                    |      bless.v.01     |    0.0     |    0.0     |    1.0     |
|      ir      |              ... la comida fue servida a ...               |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    servir    |              ... comida fue servida a un ...               |      serve.v.10     |    0.0     |    0.0     |    1.0     |
|    haber     |         ... tiempo prudente hay una sugerencia ...         |       be.v.03       |    0.0     |    0.0     |    1.0     |
|    sentar    |             ... cual nos sentamos tenia el ...             |       sit.v.01      |    0.0     |    0.0     |    1.0     |
|     ser      |             colaboradores son muy amables ...              |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    hacer     |            ... y serviciales hacen muy bien ...            |      make.v.03      |    0.0     |    0.0     |    1.0     |
|    tener     |                bueno tener una cafetera ...                |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|   mantener   |         ... cafetera que mantenga caliente el ...          |      keep.v.01      |    0.0     |    0.0     |    1.0     |
|    deber     |                    ser felicitados ...                     |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|     ser      |               ser felicitados excelente ...                |       be.v.01       |    0.25    |   0.125    |   0.625    |
|  felicitar   |              ser felicitados excelente el ...              |  congratulate.v.02  |    0.0     |    0.0     |    1.0     |
|   prestar    |                  ... su atención prestada                  |      give.v.10      |    0.0     |    0.0     |    1.0     |
|      ir      |                 vamos sorprendidos de ...                  |     travel.v.01     |    0.0     |    0.0     |    1.0     |
|  sorprender  |                vamos sorprendidos de la ...                |     perplex.v.01    |   0.125    |    0.25    |   0.625    |
|     ser      |             ... el lugar es maravilloso y ...              |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   mejorar    |          ... maravilloso y mejorar el acceso ...           |     better.v.02     |   0.375    |    0.0     |   0.625    |
|     ser      |                ... al lugar es decir la ...                |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    decir     |            ... lugar es decir la carretera ...             |      talk.v.02      |    0.0     |    0.0     |    1.0     |
|    hacer     |                     hacen un buen ...                      |      make.v.03      |    0.0     |    0.0     |    1.0     |
|     ser      |             ... para mi es muy importante ...              |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   realizar   |             ... y ellos realizan esto muy ...              |      make.v.03      |    0.0     |    0.0     |    1.0     |
|   bendecir   |                    ... dios los bendiga                    |      bless.v.01     |    0.0     |    0.0     |    1.0     |
|  felicitar   |             sera de felicitar y agradecer ...              |  congratulate.v.02  |    0.0     |    0.0     |    1.0     |
|  agradecer   |            ... felicitar y agradecer a los ...             |   appreciate.v.01   |   0.125    |   0.125    |    0.75    |
|   permitir   |         ... y amabilidad permiten el disfrute ...          |       let.v.01      |    0.0     |    0.0     |    1.0     |
|   mantener   |              sí pero mantener siempre en ...               |      keep.v.01      |    0.0     |    0.0     |    1.0     |
|   sugerir    |                     mejor atención ...                     |      hint.v.01      |    0.5     |    0.0     |    0.5     |
|     ser      |                 ... capitán sí es adecuada                 |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   adecuar    |                     ... sí es adecuada                     |       fit.a.01      |    0.5     |    0.0     |    0.5     |
|   saludar    |          meseros no saludaron cordialmente al ...          |      toast.v.02     |    0.0     |    0.0     |    1.0     |
|   atender    |                ... cordialmente al atender                 |      serve.v.10     |    0.0     |    0.0     |    1.0     |
|    echar     |              ... meseros no echan no son ...               |    displace.v.03    |    0.0     |    0.0     |    1.0     |
|     ser      |               ... echan no son ágiles es ...               |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |              ... son ágiles es decir uno ...               |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    decir     |              ... ágiles es decir uno los ...               |      talk.v.02      |    0.0     |    0.0     |    1.0     |
|    llama     |             ... uno los llama varias veces ...             |      raise.v.07     |   0.125    |    0.0     |   0.875    |
|   escuchar   |             ... y no escuchan gracias los ...              |     listen.v.01     |    0.0     |    0.0     |    1.0     |
|    estar     |             ... su tintan estaban súper ricos              |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |                  personal es atento y ...                  |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |              ... el menú es muy limitado ...               |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   limitar    |            ... es muy limitado seria buena ...             |    restrict.v.03    |    0.0     |    0.0     |    1.0     |
|   ofrecer    |           ... buena que ofrezcan además del ...            |      offer.v.02     |    0.0     |    0.0     |    1.0     |
|    tener     |      ... oferta internacional teniendo en cuenta ...       |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|    venir     |          ... cuenta que vienen visitantes de ...           |     arrive.v.01     |    0.0     |    0.0     |    1.0     |
|   suponer    |                 supuestos su atención ...                  |     assume.v.01     |    0.0     |   0.375    |   0.625    |
|     ser      |     ... su atención es inmejorable felicitaciones ...      |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    sentar    |               ... uno se sienta como rey ...               |       sit.v.01      |    0.0     |    0.0     |    1.0     |
|  contemplar  |                        más los ...                         |      look.v.01      |    0.0     |    0.0     |    1.0     |
|    tener     |          ... los huéspedes teniendo en cuenta ...          |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|    contar    |            ... teniendo en cuenta la visita ...            |      state.v.01     |    0.0     |    0.0     |    1.0     |
|    deber     |            ... café se debería servir caliente             |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|    servir    |               ... se debería servir caliente               |      serve.v.10     |    0.0     |    0.0     |    1.0     |
|    querer    |              amables y queridas todos los ...              |      want.v.02      |   0.125    |   0.125    |    0.75    |
|  aconsejar   |               aconsejaría que ofrecieran ...               |    recommend.v.01   |    0.0     |   0.125    |   0.875    |
|   ofrecer    |        aconsejaría que ofrecieran porciones un ...         |      offer.v.02     |    0.0     |    0.0     |    1.0     |
|     ser      |               ... para adultos es demasiado                |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    deber     |                       ofrecer un ...                       |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|   ofrecer    |                    ofrecer un menú ...                     |      offer.v.02     |    0.0     |    0.0     |    1.0     |
|    variar    |                    ... menú más variado                    |     change.v.01     |    0.0     |    0.0     |    1.0     |
|    dejar     |                 no dejen la amabilidad ...                 |       put.v.01      |    0.0     |    0.0     |    1.0     |
|   ordenar    |            ... rápido y ordenados al servir ...            |    classify.v.01    |    0.0     |    0.0     |    1.0     |
|    servir    |           ... ordenados al servir y levantar ...           |      serve.v.10     |    0.0     |    0.0     |    1.0     |
|   levantar   |             ... servir y levantar la mesa ...              |     put_up.v.02     |    0.0     |    0.0     |    1.0     |
|     ser      |                      mucho mejor ...                       |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    tomar     |             ... solo que tomar medidas de ...              |     choose.v.01     |    0.0     |    0.0     |    1.0     |
|     ser      |                        un sitio ...                        |       be.v.01       |    0.25    |   0.125    |   0.625    |
|  preocupar   |           ... turístico se preocupan por la ...            |      worry.v.03     |    0.25    |   0.375    |   0.375    |
|  sorprender  |          ... trabajo no sorprendieron con una ...          |     perplex.v.01    |   0.125    |    0.25    |   0.625    |
|     ser      |                  ... t v es muy mala ...                   |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    haber     |                ... mala no hay nevera y ...                |       be.v.03       |    0.0     |    0.0     |    1.0     |
|     sea      |           ... sencilla que sea la habitación ...           |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    deber     |              ... la habitación debería tener               |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|    tener     |                ... habitación debería tener                |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|    estar     |            huevos pericos estaban muy fríos ...            |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   prestar    |                         un muy ...                         |      give.v.10      |    0.0     |    0.0     |    1.0     |
|     ser      |               ... servicio y son muy amables               |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   merecer    |                         lo merecen                         |     deserve.v.01    |    0.75    |   0.125    |   0.125    |
|  continuar   |             ... para que continúen en esta ...             |    continue.v.03    |    0.0     |    0.0     |    1.0     |
|     ser      |                         muy ambles                         |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |                      un servicio ...                       |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   apropiar   |                  ... oportuno y apropiado                  |       fit.a.01      |    0.5     |    0.0     |    0.5     |
|   sugerir    |                     servilletas y ...                      |      hint.v.01      |    0.5     |    0.0     |    0.5     |
|   sugerir    |                        que los ...                         |      hint.v.01      |    0.5     |    0.0     |    0.5     |
|   entender   |            ... los dueños entienda que los ...             |    perceive.v.01    |   0.375    |    0.0     |   0.625    |
|    deber     |      ... lugares turísticos deben tener alimentos ...      |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|    tener     |    ... turísticos deben tener alimentos apropiados ...     |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|   apropiar   |          ... tener alimentos apropiados y de ...           |       fit.a.01      |    0.5     |    0.0     |    0.5     |
|   incluir    |         ... el desayuno incluir más alimentos ...          |     include.v.01    |    0.0     |    0.0     |    1.0     |
|   importar   |               ... este no importa sí nos ...               |      heed.v.01      |    0.0     |    0.0     |    1.0     |
|    cobrar    |           ... nos lo cobran adicionalmente y ...           |      gain.v.08      |    0.0     |    0.0     |    1.0     |
|     ser      |                ... en sí es muy regular ...                |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    estar     |             ... la mañana estaban fríos el ...             |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |                 ... el sabor es excelente                  |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    estar     |                   están muy atentos ...                    |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   sugerir    |                     sugiere que en ...                     |      hint.v.01      |    0.5     |    0.0     |    0.5     |
|    haber     |          ... del comedor hayan servilletas y ...           |       be.v.03       |    0.0     |    0.0     |    1.0     |
|   incluir    |                  incluyan más comida ...                   |     include.v.01    |    0.0     |    0.0     |    1.0     |
|    tener     |             ... fuerte y tener más frutas ...              |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|    llegar    |             ... y cuando llegamos al hotel ...             |     arrive.v.01     |    0.0     |    0.0     |    1.0     |
|    estar     |            ... al hotel estuvimos con mucha ...            |       be.v.01       |    0.25    |   0.125    |   0.625    |
|  agradecer   |         ... la recepción agradecemos la equipo ...         |   appreciate.v.01   |   0.125    |   0.125    |    0.75    |
|    deber     |           ... trabajo y deberían advertir al ...           |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|   advertir   |           ... y deberían advertir al usuario ...           |     inform.v.01     |    0.0     |    0.0     |    1.0     |
|   recoger    |            ... al usuario recoger la basura ...            |     gather.v.01     |    0.0     |    0.0     |    1.0     |
|   ingresar   |             ... cuando y ingresa y consume ...             |     pull_in.v.03    |   0.125    |    0.0     |   0.875    |
|   consumar   |              ... ingresa y consume en la ...               |       eat.v.02      |    0.0     |    0.0     |    1.0     |
|    tener     |             ... piscina y tener sección de ...             |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|  solicitar   |                         que el ...                         |   necessitate.v.01  |    0.25    |    0.25    |    0.5     |
|   ingresar   |            ... horario para ingresar a las ...             |     pull_in.v.03    |   0.125    |    0.0     |   0.875    |
|     sea      |               ... las piscina sea a las ...                |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   mejorar    |            ... muy cordial mejorar un poco ...             |     better.v.02     |   0.375    |    0.0     |   0.625    |
|   sugerir    |          ... cena se sugiere incluir sándwich ...          |      hint.v.01      |    0.5     |    0.0     |    0.5     |
|   incluir    |           ... se sugiere incluir sándwich o ...            |     include.v.01    |    0.0     |    0.0     |    1.0     |
|   revisar    |         ... variedad u revisar temperaturas en ...         |      check.v.01     |    0.5     |    0.0     |    0.5     |
|    salar     |               ... a veces salen un poco ...                |       die.v.01      |    0.0     |    0.0     |    1.0     |
|   esperar    |                     continuar con ...                      |       ask.v.04      |   0.125    |    0.0     |   0.875    |
|  continuar   |                   continuar con este ...                   |    continue.v.03    |    0.0     |    0.0     |    1.0     |
|   sugerir    |                  sugiere cambiar los ...                   |      hint.v.01      |    0.5     |    0.0     |    0.5     |
|   cambiar    |              sugiere cambiar los manteles ...              |     change.v.01     |    0.0     |    0.0     |    1.0     |
|     ser      |             ... de naranja son muy deliciosos              |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    deber     |          la habitación debería haber secador ...           |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|  felicitar   |                        al chef ...                         |  congratulate.v.02  |    0.0     |    0.0     |    1.0     |
|   preparar   |               ... carne la preparo en su ...               |      make.v.15      |    0.0     |    0.0     |    1.0     |
|  continuar   |                     fomentando la ...                      |    continue.v.03    |    0.0     |    0.0     |    1.0     |
|   fomentar   |                fomentando la excelencia ...                |     promote.v.01    |   0.125    |    0.0     |   0.875    |
|      ir      |         ... la excelencia van bien felicitaciones          |     travel.v.01     |    0.0     |    0.0     |    1.0     |
|   parecer    |                   parece el ambiente ...                   |      look.v.02      |    0.0     |    0.0     |    1.0     |
|     ser      |               ... del personal es de muy ...               |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   prestar    |                servicio prestado por el ...                |      give.v.10      |    0.0     |    0.0     |    1.0     |
|   ofrecer    |           ... y platos ofrecidos son deliciosos            |      offer.v.02     |    0.0     |    0.0     |    1.0     |
|     ser      |            ... platos ofrecidos son deliciosos             |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |                        vegana y ...                        |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    gustar    |                ... y me gustaría ver un ...                |     please.v.01     |   0.625    |    0.0     |   0.375    |
|     ver      |              ... me gustaría ver un menú ...               |    perceive.v.01    |   0.375    |    0.0     |   0.625    |
|   acomodar   |               ... que se acomode con mis ...               |      lodge.v.04     |    0.0     |    0.0     |    1.0     |
|     ser      |             ... necesidades y es tan fácil ...             |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      ir      |               ... barato me voy un poco ...                |     travel.v.01     |    0.0     |    0.0     |    1.0     |
|    poder     |           ... porque solo puede comer arroz ...            |    displace.v.03    |    0.0     |    0.0     |    1.0     |
|    comer     |              ... solo puede comer arroz y ...              |       eat.v.02      |    0.0     |    0.0     |    1.0     |
|     ser      |                 personal es amable los ...                 |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    falta     |          ... alimentos les falta sazón faltan ...          |      miss.v.06      |   0.125    |    0.0     |   0.875    |
|    faltar    |     ... falta sazón faltan productos alimenticios ...      |      miss.v.06      |   0.125    |    0.0     |   0.875    |
|      ir      |                 fuimos notificados del ...                 |     travel.v.01     |    0.0     |    0.0     |    1.0     |
|  notificar   |             fuimos notificados del limite ...              |      rede.v.02      |    0.0     |    0.0     |    1.0     |
|   limitar    |           ... notificados del limite de hora ...           |    restrict.v.03    |    0.0     |    0.0     |    1.0     |
|   atender    | ... servicio amablemente atendió nuestra inconformidad ... |      serve.v.10     |    0.0     |    0.0     |    1.0     |
|   numerar    |                personal y numero en las ...                |     number.v.02     |    0.0     |    0.0     |    1.0     |
|  confundir   |            ... no se confunda cuando sirvan ...            |     perplex.v.01    |   0.125    |    0.25    |   0.625    |
|    servir    |          ... confunda cuando sirvan los alimentos          |      serve.v.10     |    0.0     |    0.0     |    1.0     |
|     ser      |                 atención es muy buena ...                  |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    crear     |       ... buena únicamente creemos que deberían ...        |      find.v.05      |   0.125    |    0.0     |   0.875    |
|    deber     |           ... creemos que deberían de poner ...            |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|    poner     |           ... deberían de poner porta vasos ...            |       put.v.01      |    0.0     |    0.0     |    1.0     |
|   mantener   |          ... vasos para mantener los manteles ...          |      keep.v.01      |    0.0     |    0.0     |    1.0     |
|   mejorar    |           ... más limpios mejorar la calidad ...           |     better.v.02     |   0.375    |    0.0     |   0.625    |
|   atender    |                      bien pueden ...                       |      serve.v.10     |    0.0     |    0.0     |    1.0     |
|    poder     |               bien pueden mejorar falta ...                |    displace.v.03    |    0.0     |    0.0     |    1.0     |
|   mejorar    |        bien pueden mejorar falta entrenamiento ...         |     better.v.02     |   0.375    |    0.0     |   0.625    |
|    deber     |             ... tal vez debería haber una ...              |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|    haber     |            ... vez debería haber una opción ...            |       be.v.03       |    0.0     |    0.0     |    1.0     |
|    tener     |                        un buen ...                         |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|   mantener   |                      más variedad ...                      |      keep.v.01      |    0.0     |    0.0     |    1.0     |
|   sugerir    |                   sugiere más comida ...                   |      hint.v.01      |    0.5     |    0.0     |    0.5     |
|    estar     |                  ... de cena estaba fría                   |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   ofrecer    |                      la variedad ...                       |      offer.v.02     |    0.0     |    0.0     |    1.0     |
|   disponer   |            ... de que dispone los termales ...             |     arrange.v.01    |   0.125    |    0.0     |   0.875    |
|     sea      |                ... y que sea el cliente ...                |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   decidir    |                     ... el que decida                      |     decide.v.02     |    0.0     |    0.0     |    1.0     |
|   incluir    |                    ensaladas frutas ...                    |     include.v.01    |    0.0     |    0.0     |    1.0     |
|    tener     |                      más opciones ...                      |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|    estar     |                 ... el pan está duro y ...                 |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   congelar   |                ... la mantequilla congelada                |      cool.v.01      |    0.0     |    0.0     |    1.0     |
|     ser      |                   personal es lo más ...                   |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    haber     |                      sido ejemplares                       |       be.v.03       |    0.0     |    0.0     |    1.0     |
|     ser      |                      sido ejemplares                       |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |                 atención es muy amale ...                  |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |            ... muy amale son muy cordiales ...             |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |           ... muy cordiales es fin excelente ...           |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |                       muy amble ...                        |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    haber     |                    hemos estado en ...                     |       be.v.03       |    0.0     |    0.0     |    1.0     |
|    estado    |                   hemos estado en el ...                   |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     dar      |                ... y nos daban comida y ...                |      give.v.10      |    0.0     |    0.0     |    1.0     |
|   parecer    |             ... almuerzo me parece que no ...              |      look.v.02      |    0.0     |    0.0     |    1.0     |
|    deber     |            ... que no deberían quitar cosas ...            |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|    quitar    |            ... no deberían quitar cosas ya ...             |     remove.v.01     |    0.0     |    0.0     |    1.0     |
|  desmejora   |            ... que eso desmejora la calidad ...            |      flaw.v.01      |    0.0     |    0.0     |    1.0     |
|    venir     |            ... para uno venir a visitarlos ...             |     arrive.v.01     |    0.0     |    0.0     |    1.0     |
|    crear     |                       que sobran ...                       |      find.v.05      |   0.125    |    0.0     |   0.875    |
|    haber     |           ... después de haber recibido esta ...           |       be.v.03       |    0.0     |    0.0     |    1.0     |
|   recibir    |          ... de haber recibido esta atención ...           |     derive.v.02     |    0.0     |    0.0     |    1.0     |
|   merecer    | ... esta atención merecen continuamente felicitaciones ... |     deserve.v.01    |    0.75    |   0.125    |   0.125    |
|  continuar   |                    continúen con la ...                    |    continue.v.03    |    0.0     |    0.0     |    1.0     |
|    tener     |                        un gran ...                         |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|  satisfacer  |         ... amabilidad muy satisfecho de tomar ...         |     satisfy.v.01    |    0.5     |    0.0     |    0.5     |
|    tomar     |           ... satisfecho de tomar los servicios            |     choose.v.01     |    0.0     |    0.0     |    1.0     |
|     ser      |              ... porque esto es crear un ...               |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    crear     |               ... esto es crear un país ...                |      form.v.02      |    0.0     |    0.0     |    1.0     |
|     ser      |               ... el turismo es la mejor ...               |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |              ... el personal es súper amable               |       be.v.01       |    0.25    |   0.125    |   0.625    |
|  considerar  |                       que además ...                       |    think_of.v.03    |    0.0     |    0.0     |    1.0     |
|    hacer     |            ... justo se hace muy pertinente ...            |      make.v.03      |    0.0     |    0.0     |    1.0     |
|     ser      |               ... y amabilidad es excelente                |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   suponer    |              supuesto excelente servicio ...               |     assume.v.01     |    0.0     |   0.375    |   0.625    |
|      ir      |              ... por su fueron muy ambles ...              |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    hacer     |                       muy buena ...                        |      make.v.03      |    0.0     |    0.0     |    1.0     |
|     ser      |                      muy atentos ...                       |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |                       la primera ...                       |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   asistir    |             ... vez que asistimos al hotel ...             |      serve.v.10     |    0.0     |    0.0     |    1.0     |
|      ha      |         ... el servicio ha sido sobresaliente ...          |       be.v.03       |    0.0     |    0.0     |    1.0     |
|     ser      |        ... servicio ha sido sobresaliente desde ...        |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    llegar    |          ... ayer que llegamos sugerimos una ...           |     arrive.v.01     |    0.0     |    0.0     |    1.0     |
|   sugerir    |     ... que llegamos sugerimos una felicitaciones ...      |      hint.v.01      |    0.5     |    0.0     |    0.5     |
|     ser      |                     muy pendientes ...                     |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   permitir   |                permito felicitarlos por ...                |       let.v.01      |    0.0     |    0.0     |    1.0     |
|    deber     |                    empezar temprano ...                    |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|   empezar    |                  empezar temprano los ...                  |    get_down.v.07    |    0.0     |    0.0     |    1.0     |
|     ser      |                      excelentes a ...                      |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   agregar    |                      mojarra roja ...                      |       add.v.01      |    0.0     |    0.0     |    1.0     |
|    tener     |               meseros tiene un excelente ...               |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|     ser      |                   todo es muy excelente                    |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |                ... la barra es más bien ...                |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     dar      |              ... se le da la importancia ...               |      give.v.10      |    0.0     |    0.0     |    1.0     |
|    tener     |             ... empanadas no tiene que ser ...             |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|     ser      |              ... tiene que ser cerrada a ...               |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   cerrada    |                ... que ser cerrada a 6 ...                 |      close.v.01     |    0.0     |    0.0     |    1.0     |
|    deber     |              ... a 6 deberían vender por ...               |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|    vender    |           ... 6 deberían vender por variedad ...           |      sell.v.01      |    0.0     |    0.0     |    1.0     |
|     ser      |             ... gracias por ser tenidos en ...             |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    tener     |             ... por ser tenidos en cuenta ...              |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|   esperar    |            ... naranja se esperaba de mejor ...            |       ask.v.04      |   0.125    |    0.0     |   0.875    |
|     ser      |             ... calidad por ser una región ...             |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    servir    |              ... que nos sirvieron en la ...               |      serve.v.10     |    0.0     |    0.0     |    1.0     |
|    estar     |          ... la cena estaban bien preparadas ...           |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   preparar   |           ... estaban bien preparadas pero frías           |      make.v.15      |    0.0     |    0.0     |    1.0     |
|    estar     |                trabajadores están en el ...                |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    traer     |          ... los productos traen diferentes a ...          |      bring.v.01     |    0.0     |    0.0     |    1.0     |
|    pedido    |               ... a lo pedido se demoran ...               |   necessitate.v.01  |    0.25    |    0.25    |    0.5     |
|   demorar    |                ... pedido se demoran mucho                 |    postpone.v.01    |    0.0     |    0.0     |    1.0     |
|  agradecer   |                   agradecido por su ...                    |   appreciate.v.01   |   0.125    |   0.125    |    0.75    |
|    deber     |            ... sin embargo deben mejorar la ...            |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|   mejorar    |          ... embargo deben mejorar la actitud ...          |     better.v.02     |   0.375    |    0.0     |   0.625    |
|   expresar   |  ... posibles huéspedes expresando cálida bienvenida ...   |     express.v.01    |    0.0     |    0.0     |    1.0     |
|    deber     |            ... del hotel deben explicar al ...             |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|   explicar   |          ... hotel deben explicar al momento ...           |      tell.v.03      |    0.0     |    0.0     |    1.0     |
|    hacer     |             ... momento de hacer checo en ...              |      make.v.03      |    0.0     |    0.0     |    1.0     |
|   ofrecer    |            ... servicios que ofrecen en el ...             |      offer.v.02     |    0.0     |    0.0     |    1.0     |
|     ser      |                 calificación es en el ...                  |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      ir      |             ... cena no fue buen servicio ...              |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   demorar    |          ... buen servicio demorado se pidió ...           |    postpone.v.01    |    0.0     |    0.0     |    1.0     |
|    pedir     |             ... demorado se pidió un tinto ...             |   necessitate.v.01  |    0.25    |    0.25    |    0.5     |
|    estar     |             ... tinto y estaba frio mejor ...              |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    decir     |              ... frio mejor dicho la cena ...              |      talk.v.02      |    0.0     |    0.0     |    1.0     |
|    tener     |              ... la cena tiene servicio malo               |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|    estar     |                 pocillo está sucio por ...                 |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    servir    |                 ... que se sirve se ve ...                 |      serve.v.10     |    0.0     |    0.0     |    1.0     |
|      ir      |                ... sirve se ve la fruta ...                |    perceive.v.01    |   0.375    |    0.0     |   0.625    |
|     debe     |               ... no se debe servir pedí ...               |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|    servir    |              ... se debe servir pedí una ...               |      serve.v.10     |    0.0     |    0.0     |    1.0     |
|    pedir     |            ... debe servir pedí una porción ...            |   necessitate.v.01  |    0.25    |    0.25    |    0.5     |
|     dar      |             ... no me dieron falta sentido ...             |      give.v.10      |    0.0     |    0.0     |    1.0     |
|      ir      |             ... servicio no fue tan bueno ...              |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    haber     |                 ... que no había sí no ...                 |       be.v.03       |    0.0     |    0.0     |    1.0     |
|      ir      |           único inconveniente fue la demora ...            |       be.v.01       |    0.25    |   0.125    |   0.625    |
|  actualizar  |                actualizar los teléfonos ...                |     realize.v.03    |   0.125    |    0.0     |   0.875    |
